facilityId,facilityName,siteAddress,streetNumber,streetDirection,streetName,streetType,streetUnit,city,state,zip,typeOfFacility,categoryOfFacility,inspectionType,inspectionDate,violationCode,violation,violationPoints,violationType,violationStatus,inspectionScore,location,concat_address,split_coords,google_coords
FA0000238,FANS CHINESE CUISINE,7960 NIWOT RD UNIT C9,7960,,NIWOT,RD,C9,NIWOT,CO,805037150,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,12/19/2018,02G,No Bare Hand Contact,0,Critical,In,30,"7960 NIWOT RD UNIT C9
NIWOT, CO 805037150
(40.101612, -105.168147)",7960 NIWOT RD UNIT C9 NIWOT CO USA,"40.101612, -105.168147","40.10004929999999,-105.1672438"
FA0000534,TACOS AL MOLCAJETE,926 MAIN ST,926,,MAIN,ST,,LONGMONT,CO,805014513,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,9/29/2017,02F,Training Needed,0,Critical,In,85,"926 MAIN ST
LONGMONT, CO 805014513
(40.174785, -105.102464)",926 MAIN ST LONGMONT CO USA,"40.174785, -105.102464","40.1748109,-105.1020279"
FA0001005,LAUGHING GOAT COFFEE HOUSE,1709 PEARL ST,1709,,PEARL,ST,,Boulder,CO,803025516,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,3/11/2015,06B,Accessible,0,Critical,In,75,"1709 PEARL ST
Boulder, CO 803025516
(40.019315, -105.273055)",1709 PEARL ST Boulder CO USA,"40.019315, -105.273055","40.0195034,-105.273098"
FA0000882,ILLEGAL PETES,1124 13TH ST,1124,,13TH,ST,,BOULDER,CO,803027016,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,4/8/2017,05A,Safe Water Source,0,Critical,In,0,"1124 13TH ST
BOULDER, CO 803027016
(40.007831, -105.276226)",1124 13TH ST BOULDER CO USA,"40.007831, -105.276226","40.0078243,-105.2759595"
FA0004568,LULUS BBQ (SPECIAL EVENT),701 B MAIN ST,701,,MAIN,ST,,LOUISVILLE,CO,80027,SPECIAL EVENT,SPECIAL EVENT,ROUTINE INSPECTION,6/20/2014,01E,Date Marking,0,Critical,Not Applicable,5,"701 B MAIN ST
LOUISVILLE, CO 80027
(39.977054, -105.132138)",701 B MAIN ST LOUISVILLE CO USA,"39.977054, -105.132138","39.9769925,-105.1325197"
FA0000658,JANIES CAFE,431 MAIN ST,431,,MAIN,ST,,LONGMONT,CO,805015534,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,6/11/2014,10C,Dishwashing Facilities,0,Non-Critical,Not Observed,45,"431 MAIN ST
LONGMONT, CO 805015534
(40.166386, -105.102511)",431 MAIN ST LONGMONT CO USA,"40.166386, -105.102511","40.1664027,-105.1029414"
FA0003583,CURED,1825 PEARL ST UNIT B,1825,,PEARL,ST,B,BOULDER,CO,80302,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,12/20/2017,06A,Adequate Number Location Design,0,Critical,In,50,"1825 PEARL ST UNIT B
BOULDER, CO 80302
(40.019657, -105.271393)",1825 PEARL ST UNIT B BOULDER CO USA,"40.019657, -105.271393","40.0200071,-105.2714756"
FA0000342,DOUBLE HAPPY RESTAURANT,740 MAIN ST,740,,MAIN,ST,,LOUISVILLE,CO,800271830,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,3/14/2013,02G,No Bare Hand Contact,0,Critical,In,45,"740 MAIN ST
LOUISVILLE, CO 800271830
(39.977645, -105.13214)",740 MAIN ST LOUISVILLE CO USA,"39.977645, -105.13214","39.977637,-105.1319486"
FA0003473,RIPPLE PURE FROZEN YOGURT,1682 30TH ST,1682,,30TH,ST,,BOULDER,CO,80301,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,11/21/2017,02F,Training Needed,0,Critical,In,20,"1682 30TH ST
BOULDER, CO 80301
(40.01657, -105.253599)",1682 30TH ST BOULDER CO USA,"40.01657, -105.253599","40.0163467,-105.2524805"
FA0001195,VITALITY BOWLS,2525 ARAPAHOE AVE UNIT A3,2525,,ARAPAHOE,AVE,A3,BOULDER,CO,80302,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,7/18/2016,09A,Original Container Properly Labeled,0,Non-Critical,Not Observed,10,"2525 ARAPAHOE AVE UNIT A3
BOULDER, CO 80302
(40.014691, -105.26231)",2525 ARAPAHOE AVE UNIT A3 BOULDER CO USA,"40.014691, -105.26231","40.0148842,-105.2625109"
FA0000888,TEX MEX,424 MAIN ST,424,,MAIN,ST,,LONGMONT,CO,805015535,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,6/13/2014,02D,Hygienic Practices,0,Critical,In,0,"424 MAIN ST
LONGMONT, CO 805015535
(40.166307, -105.102511)",424 MAIN ST LONGMONT CO USA,"40.166307, -105.102511","40.1663106,-105.1021649"
FA0002203,WHOLE FOODS MARKET,303 MARSHALL RD,303,,MARSHALL,RD,,SUPERIOR,CO,80027,GROCERY STORE W DELI MORE THAN 15000 SQ FT,GROCERY FINISHED FOODS,ROUTINE INSPECTION,11/15/2018,13C,No Reuse of Single Service Articles,0,Non-Critical,Not Observed,10,"303 MARSHALL RD
SUPERIOR, CO 80027
(39.955364, -105.167816)",303 MARSHALL RD SUPERIOR CO USA,"39.955364, -105.167816","39.95658419999999,-105.1676551"
FA0001308,DAIRY QUEEN 12402,3265 28TH ST,3265,,28TH,ST,,BOULDER,CO,80301,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,3/17/2017,03E,Cold Hold at 41 Degrees or Less,0,Critical,In,17,"3265 28TH ST
BOULDER, CO 80301
(40.033789, -105.258515)",3265 28TH ST BOULDER CO USA,"40.033789, -105.258515","40.0339025,-105.259242"
FA0000587,MAY WAH RESTAURANT,2500 BASELINE RD,2500,,BASELINE,RD,,BOULDER,CO,803033324,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,4/13/2017,01A,Approved Source,0,Critical,In,40,"2500 BASELINE RD
BOULDER, CO 803033324
(40.000165, -105.262426)",2500 BASELINE RD BOULDER CO USA,"40.000165, -105.262426","39.9988256,-105.2612517"
FA0005269,BLACK CAT @ BLDR FARM MRKT,1964 13TH ST,1964,,13TH,ST,,Boulder,CO,80302,SPECIAL EVENT,SPECIAL EVENT,ROUTINE INSPECTION,4/14/2018,06B,Accessible,0,Critical,In,0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)",1964 13TH ST Boulder CO USA,"40.017825, -105.278567","40.0178929,-105.2784009"
FA0002419,LOLLICUP BOULDER,1142 13TH ST,1142,,13TH,ST,,BOULDER,CO,80302,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,2/10/2015,01A,Approved Source,0,Critical,In,5,"1142 13TH ST
BOULDER, CO 80302
(40.007971, -105.276225)",1142 13TH ST BOULDER CO USA,"40.007971, -105.276225","40.0082486,-105.2760051"
FA0003720,HAZELS BEVERAGE WORLD,1955 28th ST,1955,,28th,ST,,BOULDER,CO,80301,GROCERY STORE 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,ROUTINE INSPECTION,5/9/2016,12D,Wiping Cloths,0,Non-Critical,Not Observed,15,"1955 28th ST
BOULDER, CO 80301
(40.020924, -105.258467)",1955 28th ST BOULDER CO USA,"40.020924, -105.258467","40.0207248,-105.2599845"
FA0001408,TORTILLAS Y PANADERIA LAGUNA,1136 FRANCIS ST,1136,,FRANCIS,ST,,LONGMONT,CO,80501,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,4/25/2014,08C,Properly Used,0,Critical,In,35,"1136 FRANCIS ST
LONGMONT, CO 80501
(40.178306, -105.116537)",1136 FRANCIS ST LONGMONT CO USA,"40.178306, -105.116537","40.1789721,-105.1160155"
FA0003510,PHO CAFE,1085 S PUBLIC RD,1085,S,PUBLIC,RD,,LAFAYETTE,CO,80026,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,9/9/2014,08B,Properly Labeled,0,Critical,In,35,"1085 S PUBLIC RD
LAFAYETTE, CO 80026
(39.989005, -105.090513)",1085 S PUBLIC RD LAFAYETTE CO USA,"39.989005, -105.090513","39.9887872,-105.0911771"
FA0003535,TANGERINE,2777 IRIS AVE,2777,,IRIS,AVE,,BOULDER,CO,80304,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,3/31/2017,14F,Locker Rooms,0,Non-Critical,Not Observed,47,"2777 IRIS AVE
BOULDER, CO 80304
(40.036458, -105.259403)",2777 IRIS AVE BOULDER CO USA,"40.036458, -105.259403","40.0373935,-105.2588972"
FA0000494,JULIES THAI KITCHEN,138 MAIN ST UNIT 7,138,,MAIN,ST,7,LYONS,CO,80540,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,6/29/2016,04A,Manual,0,Critical,In,20,"138 MAIN ST UNIT 7
LYONS, CO 80540
(40.222178, -105.2647)",138 MAIN ST UNIT 7 LYONS CO USA,"40.222178, -105.2647","40.2224975,-105.2643957"
FA0001230,DAIRY QUEEN,1945 N MAIN ST,1945,N,MAIN,ST,,LONGMONT,CO,80504,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,11/15/2016,14F,Locker Rooms,0,Non-Critical,Not Observed,10,"1945 N MAIN ST
LONGMONT, CO 80504
(40.193636, -105.102349)",1945 N MAIN ST LONGMONT CO USA,"40.193636, -105.102349","40.1935706,-105.1028957"
FA0002186,NOPALITOS,2850 IRIS AVE UNIT H,2850,,IRIS,AVE,H,BOULDER,CO,80301,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,8/22/2017,01A,Approved Source,0,Critical,In,20,"2850 IRIS AVE UNIT H
BOULDER, CO 80301
(40.036459, -105.25666)",2850 IRIS AVE UNIT H BOULDER CO USA,"40.036459, -105.25666","40.035263,-105.2566954"
FA0000941,BOSS LADY PIZZA,1129 13TH ST UNIT B,1129,,13TH,ST,B,BOULDER,CO,803027015,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,3/22/2018,03C,Hot Hold at 135 Degrees Farenheit or Greater,0,Critical,In,10,"1129 13TH ST UNIT B
BOULDER, CO 803027015
(40.007891, -105.276226)",1129 13TH ST UNIT B BOULDER CO USA,"40.007891, -105.276226","40.007883,-105.2765749"
FA0000627,EMPIRE LOUNGE AND RESTAURANT,816 MAIN ST,816,,MAIN,ST,,LOUISVILLE,CO,800271832,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,7/9/2018,07C,Animals Prohibited,0,Critical,In,75,"816 MAIN ST
LOUISVILLE, CO 800271832
(39.978138, -105.132143)",816 MAIN ST LOUISVILLE CO USA,"39.978138, -105.132143","39.9781258,-105.1318116"
FA0000139,SFORNO TRATTORIA,1308 PEARL ST,1308,,PEARL,ST,,BOULDER,CO,803025210,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,5/18/2017,02D,Hygienic Practices,0,Critical,In,32,"1308 PEARL ST
BOULDER, CO 803025210
(40.018195, -105.27858)",1308 PEARL ST BOULDER CO USA,"40.018195, -105.27858","40.01797579999999,-105.2782481"
FA0000406,DUNKIN DONUTS #856,3235 28TH ST,3235,,28TH,ST,,BOULDER,CO,803011408,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,6/16/2016,06B,Accessible,0,Critical,In,15,"3235 28TH ST
BOULDER, CO 803011408
(40.033357, -105.258511)",3235 28TH ST BOULDER CO USA,"40.033357, -105.258511","40.0335307,-105.2592352"
FA0001322,FOX HILL COUNTRY CLUB,1400 E HWY 119,1400,E,HWY 119,,,LONGMONT,CO,80502,RESTAURANT MORE THAN 200 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,5/6/2014,03F,Food Thermometer,0,Critical,In,45,"1400 E HWY 119
LONGMONT, CO 80502
(40.160736, -105.028941)",1400 E HWY 119 LONGMONT CO USA,"40.160736, -105.028941","40.16107179999999,-105.0672947"
FA0004880,AFC SUSHI @ SAFEWAY #1615,3325 28TH ST,3325,,28TH,ST,,BOULDER,CO,80302,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,5/3/2016,01F,Consumer Advisory,0,Critical,In,5,"3325 28TH ST
BOULDER, CO 80302
(40.034955, -105.258526)",3325 28TH ST BOULDER CO USA,"40.034955, -105.258526","40.0353313,-105.2602617"
FA0001237,TWISTED PINE BREWING COMPANY,3201 WALNUT ST UNIT A,3201,,WALNUT,ST,A,BOULDER,CO,80301,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,3/28/2017,08C,Properly Used,0,Critical,In,35,"3201 WALNUT ST UNIT A
BOULDER, CO 80301
(40.02009, -105.25102)",3201 WALNUT ST UNIT A BOULDER CO USA,"40.02009, -105.25102","40.0208264,-105.251023"
FA0000343,DAIRY QUEEN 12406,685 30TH ST,685,,30TH,ST,,BOULDER,CO,803032310,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,10/15/2013,03D,Required Cooking Temperature,0,Critical,In,0,"685 30TH ST
BOULDER, CO 803032310
(39.999709, -105.25304)",685 30TH ST BOULDER CO USA,"39.999709, -105.25304","39.9991679,-105.2541497"
FA0001203,SUBWAY,7960 NIWOT RD UNIT B10,7960,,NIWOT,RD,B10,NIWOT,CO,805037161,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,3/15/2017,04A,Manual,0,Critical,In,10,"7960 NIWOT RD UNIT B10
NIWOT, CO 805037161
(40.101612, -105.168147)",7960 NIWOT RD UNIT B10 NIWOT CO USA,"40.101612, -105.168147","40.1008065,-105.1678797"
FA0000314,GARDEN GATE CAFE,7960 NIWOT RD UNIT B4,7960,,NIWOT,RD,B4,NIWOT,CO,805037150,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,4/5/2017,05D,Sewage Disposal,0,Critical,In,50,"7960 NIWOT RD UNIT B4
NIWOT, CO 805037150
(40.101612, -105.168147)",7960 NIWOT RD UNIT B4 NIWOT CO USA,"40.101612, -105.168147","40.1007853,-105.1681143"
FA0005203,MOUNTAIN VIEW GRILL (MOBILE),4920 PEARL ST,4920,,PEARL,ST,,BOULDER,CO,80301,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,ROUTINE INSPECTION,6/2/2018,02D,Hygienic Practices,0,Critical,In,30,"4920 PEARL ST
BOULDER, CO 80301
(40.025673, -105.238076)",4920 PEARL ST BOULDER CO USA,"40.025673, -105.238076","40.025388,-105.2377392"
FA0001414,SMOKIN DAVES BBQ & TAPHOUSE,228 MAIN ST,228,,MAIN,ST,,LYONS,CO,80540,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,7/24/2013,06B,Accessible,0,Critical,In,15,"228 MAIN ST
LYONS, CO 80540
(40.223771, -105.266522)",228 MAIN ST LYONS CO USA,"40.223771, -105.266522","40.2237444,-105.2662098"
FA0000481,LOYAL ORDER OF MOOSE LONGMONT LODGE,2200 PRATT ST,2200,,PRATT,ST,,LONGMONT,CO,805011468,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,7/10/2015,04A,Manual,0,Critical,Not Observed,25,"2200 PRATT ST
LONGMONT, CO 805011468
(40.19736, -105.107058)",2200 PRATT ST LONGMONT CO USA,"40.19736, -105.107058","40.1970124,-105.1069013"
FA0002857,COLD STONE CREAMERY,2412 ARAPAHOE AVE,2412,,ARAPAHOE,AVE,,BOULDER,CO,80302,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,5/10/2016,08C,Properly Used,0,Critical,In,0,"2412 ARAPAHOE AVE
BOULDER, CO 80302
(40.014556, -105.262878)",2412 ARAPAHOE AVE BOULDER CO USA,"40.014556, -105.262878","40.0140792,-105.2627166"
FA0001258,JAMESTOWN MERCANTILE CAFE,108 MAIN ST,108,,MAIN,ST,,JAMESTOWN,CO,80455,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,7/1/2015,01F,Consumer Advisory,5,Critical,Out,30,"108 MAIN ST
JAMESTOWN, CO 80455
(40.115755, -105.387809)",108 MAIN ST JAMESTOWN CO USA,"40.115755, -105.387809","35.9942835,-79.9353144"
FA0002484,LITTLE CAESARS,1753 N MAIN ST,1753,N,MAIN,ST,,LONGMONT,CO,80501,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,5/9/2016,08C,Properly Used,0,Critical,In,20,"1753 N MAIN ST
LONGMONT, CO 80501
(40.19018, -105.102335)",1753 N MAIN ST LONGMONT CO USA,"40.19018, -105.102335","40.1905526,-105.1024992"
FA0001124,WINCHELLS DONUT,502 MAIN ST,502,,MAIN,ST,,LONGMONT,CO,805015537,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,5/16/2014,08C,Properly Used,0,Critical,In,20,"502 MAIN ST
LONGMONT, CO 805015537
(40.167586, -105.102506)",502 MAIN ST LONGMONT CO USA,"40.167586, -105.102506","40.1676049,-105.1022791"
FA0001192,TANGERINE RESTAURANT,379 MAIN ST,379,,MAIN,ST,,LONGMONT,CO,805015532,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,2/3/2016,14G,Premises Maintained,0,Non-Critical,Not Observed,20,"379 MAIN ST
LONGMONT, CO 805015532
(40.165426, -105.102514)",379 MAIN ST LONGMONT CO USA,"40.165426, -105.102514","40.1654255,-105.1029414"
FA0000639,MCCARTHYS PUB,30 S MAIN ST,30,S,MAIN,ST,,LONGMONT,CO,805016214,RESTAURANT 0 TO 100 SEATS,BARS FRATERNAL ORGANIZATIONS,ROUTINE INSPECTION,4/19/2016,04A,Manual,0,Critical,In,30,"30 S MAIN ST
LONGMONT, CO 805016214
(40.15861, -105.102533)",30 S MAIN ST LONGMONT CO USA,"40.15861, -105.102533","40.15862569999999,-105.1021878"
FA0004906,AFC SUSHI @ SAFEWAY #2910,1632 HOVER RD,1632,,HOVER,RD,,LONGMONT,CO,80501,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,8/27/2018,01A,Approved Source,0,Critical,In,0,"1632 HOVER RD
LONGMONT, CO 80501
(40.187969, -105.13092)",1632 HOVER RD LONGMONT CO USA,"40.187969, -105.13092","40.1880332,-105.1293675"
FA0001114,BENNYS TACOS,345 MAIN ST,345,,MAIN,ST,,LONGMONT,CO,80501,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,11/15/2018,14E,Ventilation,0,Non-Critical,Not Observed,30,"345 MAIN ST
LONGMONT, CO 80501
(40.164874, -105.102515)",345 MAIN ST LONGMONT CO USA,"40.164874, -105.102515","40.1648783,-105.1027959"
FA0002823,EAST MOON ASIAN BISTRO II,2144 MAIN ST UNIT 1,2144,,MAIN,ST,1,LONGMONT,CO,80501,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,10/27/2015,01C,Cross Contamination,0,Critical,In,10,"2144 MAIN ST UNIT 1
LONGMONT, CO 80501
(40.19725, -105.102419)",2144 MAIN ST UNIT 1 LONGMONT CO USA,"40.19725, -105.102419","40.1973648,-105.1009545"
FA0000748,IL PASTAIO,3075 ARAPAHOE RD UNIT B,3075,,ARAPAHOE,RD,B,BOULDER,CO,80303,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,3/22/2016,07C,Animals Prohibited,0,Critical,In,45,"3075 ARAPAHOE RD UNIT B
BOULDER, CO 80303",3075 ARAPAHOE RD UNIT B BOULDER CO USA,,"40.0150595,-105.2519596"
FA0000582,SANTO,1265 ALPINE AVE,1265,,ALPINE,AVE,,BOULDER,CO,803043502,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,5/25/2017,02G,No Bare Hand Contact,0,Critical,In,26,"1265 ALPINE AVE
BOULDER, CO 803043502
(40.025518, -105.280981)",1265 ALPINE AVE BOULDER CO USA,"40.025518, -105.280981","40.0259872,-105.2811539"
FA0003034,FLIGHT DECK GRILL (MOBILE),1509 9TH AVE,1509,,9TH,AVE,,LONGMONT,CO,80501,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,ROUTINE INSPECTION,5/25/2017,01D,HACCP Plan,0,Critical,Not Applicable,15,"1509 9TH AVE
LONGMONT, CO 80501
(40.174001, -105.118261)",1509 9TH AVE LONGMONT CO USA,"40.174001, -105.118261","40.1738191,-105.1182895"
FA0001512,COURTYARD BY MARRIOTT 1067,1410 DRY CREEK DR,1410,,DRY CREEK,DR,,LONGMONT,CO,80503,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,7/15/2016,08C,Properly Used,0,Critical,In,25,"1410 DRY CREEK DR
LONGMONT, CO 80503
(40.140586, -105.13375)",1410 DRY CREEK DR LONGMONT CO USA,"40.140586, -105.13375","40.1406191,-105.1328852"
FA0000961,SALT,1047 PEARL ST,1047,,PEARL,ST,,BOULDER,CO,803025110,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,6/21/2016,14B,Garbage and Refuse,0,Non-Critical,Not Observed,20,"1047 PEARL ST
BOULDER, CO 803025110
(40.017595, -105.281449)",1047 PEARL ST BOULDER CO USA,"40.017595, -105.281449","40.0177859,-105.2815615"
FA0000790,VINA PHO AND GRILL,1630 30TH ST UNIT B,1630,,30TH,ST,B,BOULDER,CO,803011014,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,2/26/2016,05D,Sewage Disposal,0,Critical,In,20,"1630 30TH ST UNIT B
BOULDER, CO 803011014
(40.0153, -105.253607)",1630 30TH ST UNIT B BOULDER CO USA,"40.0153, -105.253607","40.015327,-105.2533607"
FA0000674,ATTIC BAR AND BISTRO,949 WALNUT ST,949,,WALNUT,ST,,BOULDER,CO,803025113,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,3/25/2016,04A,Manual,0,Critical,In,65,"949 WALNUT ST
BOULDER, CO 803025113
(40.016316, -105.282356)",949 WALNUT ST BOULDER CO USA,"40.016316, -105.282356","40.01655299999999,-105.2824109"
FA0000191,CINEBARRE,1164 W DILLION RD,1164,W,DILLION,RD,,LOUISVILLE,CO,80027,RESTAURANT MORE THAN 200 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,11/2/2016,01A,Approved Source,0,Critical,In,8,"1164 W DILLION RD
LOUISVILLE, CO 80027
(39.961917, -105.167084)",1164 W DILLION RD LOUISVILLE CO USA,"39.961917, -105.167084","39.9600563,-105.1677922"
FA0002699,BACCO TRATTORIA,1200 YARMOUTH AVE UNIT A,1200,,YARMOUTH,AVE,A,BOULDER,CO,80304,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,6/12/2014,08A,Properly Stored,0,Critical,In,40,"1200 YARMOUTH AVE UNIT A
BOULDER, CO 80304
(40.058238, -105.280307)",1200 YARMOUTH AVE UNIT A BOULDER CO USA,"40.058238, -105.280307","40.05804670000001,-105.2814312"
FA0001197,WENDYS 2808,1905 N MAIN ST,1905,N,MAIN,ST,,LONGMONT,CO,805011913,RESTAURANT 0 TO 100 SEATS,GROCERY FINISHED FOODS,ROUTINE INSPECTION,11/21/2016,14F,Locker Rooms,0,Non-Critical,Not Observed,0,"1905 N MAIN ST
LONGMONT, CO 805011913
(40.192739, -105.102342)",1905 N MAIN ST LONGMONT CO USA,"40.192739, -105.102342","40.19263280000001,-105.1028957"
FA0003807,SPIRIT HOUND DISTILLERS,4196 UTE HWY,4196,,UTE,HWY,,LYONS,CO,80540,RESTAURANT 0 TO 100 SEATS,BARS FRATERNAL ORGANIZATIONS,ROUTINE INSPECTION,11/1/2017,05D,Sewage Disposal,0,Critical,In,10,"4196 UTE HWY
LYONS, CO 80540
(40.215879, -105.255586)",4196 UTE HWY LYONS CO USA,"40.215879, -105.255586","40.2156532,-105.2560747"
FA0001167,SUBWAY ERIE,3335 ARAPAHOE RD UNIT 50,3335,,ARAPAHOE,RD,50,ERIE,CO,80516,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,12/30/2013,02G,No Bare Hand Contact,0,Critical,In,55,"3335 ARAPAHOE RD UNIT 50
ERIE, CO 80516
(40.015303, -105.101288)",3335 ARAPAHOE RD UNIT 50 ERIE CO USA,"40.015303, -105.101288","40.0172175,-105.1014974"
FA0000831,DELI ZONE ON THE HILL,1322 COLLEGE AVE,1322,,COLLEGE,AVE,,BOULDER,CO,80302,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,2/18/2016,02B,Wounds Properly Covered,0,Critical,Not Observed,40,"1322 COLLEGE AVE
BOULDER, CO 80302
(40.007302, -105.275914)",1322 COLLEGE AVE BOULDER CO USA,"40.007302, -105.275914","40.0071438,-105.275669"
FA0000414,JOHN HAROLD BUCKLEY POST 32,315 S BOWEN ST,315,S,BOWEN,ST,,LONGMONT,CO,80501,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,5/26/2016,03D,Required Cooking Temperature,0,Critical,In,11,"315 S BOWEN ST
LONGMONT, CO 80501
(40.154001, -105.111959)",315 S BOWEN ST LONGMONT CO USA,"40.154001, -105.111959","40.1540914,-105.1124653"
FA0000656,BROOKLYN PIZZA,1647 ARAPAHOE AVE,1647,,ARAPAHOE,AVE,,BOULDER,CO,80302,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,5/2/2017,08B,Properly Labeled,0,Critical,In,50,"1647 ARAPAHOE AVE
BOULDER, CO 80302
(40.014587, -105.272762)",1647 ARAPAHOE AVE BOULDER CO USA,"40.014587, -105.272762","40.0147787,-105.2727487"
FA0003565,TIFFIN WALLAH,2416 ARAPAHOE AVE,2416,,ARAPAHOE,AVE,,BOULDER,CO,80302,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,1/2/2018,03E,Cold Hold at 41 Degrees or Less,0,Critical,In,20,"2416 ARAPAHOE AVE
BOULDER, CO 80302
(40.014555, -105.262828)",2416 ARAPAHOE AVE BOULDER CO USA,"40.014555, -105.262828","40.0140542,-105.2626995"
FA0001234,DAIRY QUEEN,3335 ARAPAHOE RD,3335,,ARAPAHOE,RD,,ERIE,CO,80516,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,6/15/2016,10C,Dishwashing Facilities,0,Non-Critical,Not Observed,0,"3335 ARAPAHOE RD
ERIE, CO 80516
(40.015303, -105.101288)",3335 ARAPAHOE RD ERIE CO USA,"40.015303, -105.101288","40.0172175,-105.1014974"
