facility_id,facility_name,google_lat,google_long,price_level,rating,total_ratings,avg_inspection_score,avg_violations_count,city,siteAddress
FA0001283,GABEE COFFEE,40.0299891,-105.2579121,0,4.8,373,20.8,1.5,BOULDER,3040 28TH ST
FA0001284,CAFFE SOLE,39.7050752,-104.9875752,2,4.3,416,90.29032258064515,6.666666666666667,BOULDER,637 S BROADWAY ST UNIT R
FA0001286,WONDERVU CAFE,39.92436620000001,-105.3964209,2,4.1,480,67.0,5.0,GOLDEN,33492 HWY 72
FA0001288,FOOLISH CRAIGS CAFE,40.01923,-105.2744535,2,4.4,1217,64.0,6.5,BOULDER,1611 PEARL ST
FA0001290,POINT CAFE THE,40.0074893,-105.2764208,1,4.6,117,56.21428571428572,3.6666666666666665,BOULDER,1101 13TH ST
FA0001291,LAST STAND TAVERN,39.9199804,-105.3708906,2,4.3,352,30.0,2.0,GOLDEN,32138 HWY 72
FA0001292,CHIPOTLE MEXICAN GRILL #114,39.9662154,-105.1639539,1,4.0,534,13.0,1.0,LOUISVILLE,375 S MCCASLIN BLVD D
FA0001294,CHIPOTLE MEXICAN GRILL #13,40.1528437,-105.1111177,1,4.2,622,15.0,1.0,LONGMONT,1100 KEN PRATT BLVD STE B
FA0001299,KTS BBQ,40.0143988,-105.1792848,1,4.4,333,25.83333333333333,6.0,BOULDER,7464 ARAPAHOE RD
FA0001300,MCDONALDS 26108,40.0013754,-105.1036494,1,3.4,1037,4.5,3.0,LAFAYETTE,399 N HWY 287
FA0001306,LA CHOZA #2,40.055516,-105.2827313,1,4.3,557,31.133333333333333,2.0,BOULDER,4457 N BROADWAY ST
FA0001308,DAIRY QUEEN 12402,40.0339025,-105.259242,1,4.2,189,18.285714285714285,2.0,BOULDER,3265 28TH ST
FA0001309,FIRST WATCH RESTAURANTS,40.14328039999999,-105.1275858,2,4.4,627,32.5,2.0,LONGMONT,2055 KEN PRATT BLVD
FA0001310,MARTINIS BISTRO,40.1688091,-105.1055679,2,4.5,478,47.30769230769231,3.5,LONGMONT,543 TERRY ST
FA0001319,(CU)  FARRAND ALLEY,40.0060088,-105.2657756,0,4.3,4,10.0,1.0,BOULDER,2200 BARKER DR
FA0001321,(CU) SEWALL DINING CENTER,40.0104719,-105.2720362,2,5.0,2,32.5,2.0,BOULDER,1720 UNIVERSITY AVE
FA0001322,FOX HILL COUNTRY CLUB,40.16107179999999,-105.0672947,2,4.3,128,33.0,2.5,LONGMONT,1400 E HWY 119
FA0001327,BREWING MARKET,40.0145884,-105.1962555,2,4.2,295,43.57142857142857,3.5,BOULDER,2525 ARAPAHOE RD
FA0001330,MOES BROADWAY BAGEL,39.7050752,-104.9875752,1,4.4,663,26.0,2.5,BOULDER,637 S BROADWAY ST UNIT G2
FA0001333,CHILIS GRILL AND BAR 711,40.1446755,-105.131218,2,4.2,1235,26.0,2.5,LONGMONT,1245 S HOVER RD
FA0001335,PROTOS PIZZA LAFAYETTE,40.0021108,-105.1040148,2,4.5,246,35.333333333333336,5.0,LAFAYETTE,489 N HWY 287 UNIT 160
FA0001336,WING SHACK,40.17898599999999,-105.117056,2,4.2,512,32.5,2.0,LONGMONT,1133 FRANCIS ST
FA0001338,ASIAN CUISINE AND VIETNAMESE,39.9295679,-105.1497666,2,4.7,177,54.72727272727273,6.6,SUPERIOR,1627 COALTON RD
FA0001343,THAI KITCHEN,40.1963435,-105.1013488,2,4.3,308,91.4,6.25,LONGMONT,2130 N MAIN ST UNIT 5
FA0001344,GOLDEN SUN,40.0153921,-105.2592216,1,3.4,289,64.0952380952381,5.25,BOULDER,1635 28TH ST
FA0001347,KATHMANDU RESTAURANT,39.9620757,-105.5115825,2,4.5,600,43.23529411764706,3.5,NEDERLAND,110 N JEFFERSON ST
FA0001350,VIET KITCHEN (AT ATLAS VALLEY),40.0135444,-105.1329667,2,4.9,60,33.0,2.6666666666666665,LAFAYETTE,2770 ARAPAHOE RD UNIT 116
FA0001355,DELI ZONE,39.9986036,-105.2346008,1,4.0,93,82.78125,5.8,BOULDER,4800 BASELINE RD UNIT D104
FA0001363,TIBETS RESTAURANT AND BAR,39.9666052,-105.1639878,2,4.4,293,50.3125,5.333333333333333,LOUISVILLE,321 S MCCASLIN BLVD
FA0001367,LA MARIPOSA MARGARITA HOUSE MEXICAN RESTAURANT,40.0279047,-105.2592116,2,4.4,203,80.0,5.5,BOULDER,2845 28TH AVE
FA0001368,LOAF N JUG 95,40.1629806,-105.0876633,1,2.9,32,24.33333333333333,2.0,LONGMONT,200 LASHLEY ST
FA0001370,D P DOUGH,40.007136,-105.2759419,1,3.4,129,16.2,2.5,BOULDER,1310 COLLEGE AVE UNIT 270
FA0001373,NITRO CLUB,40.0175027,-105.2806253,2,3.0,84,21.0,2.5,BOULDER,1124 PEARL ST
FA0001374,SUSHI OUTLET,39.9564745,-105.1705339,2,4.6,459,25.0,2.0,SUPERIOR,402 MARSHALL RD
FA0001375,TEQUILA Y MEZCHAL,39.9295913,-105.1499295,2,4.7,176,40.53846153846154,6.5,SUPERIOR,1631 COALTON RD
FA0001380,BIG DADDY BAGELS,40.0021108,-105.1040148,1,4.4,307,28.55555555555556,4.5,LAFAYETTE,489 N HWY 287 STE 110
FA0001403,95A BISTRO & SUSHI,40.0142258,-105.1297239,2,4.5,655,54.09090909090909,5.5,LAFAYETTE,1381 FOREST PARK CIR
FA0001408,TORTILLAS Y PANADERIA LAGUNA,40.1789721,-105.1160155,2,4.7,12,71.42857142857143,6.0,LONGMONT,1136 FRANCIS ST
FA0001414,SMOKIN DAVES BBQ & TAPHOUSE,40.2237444,-105.2662098,2,4.6,1195,47.0,2.5,LYONS,228 MAIN ST
FA0001429,SENOR GOMEZ,39.9938644,-105.0900423,1,4.3,157,55.27272727272727,8.0,LAFAYETTE,502 S PUBLIC RD
FA0001444,SUGARBEET THE,40.1608017,-105.1075777,3,4.7,541,22.5,4.0,LONGMONT,101 PRATT ST
FA0001447,PAPA JOHNS PIZZA,40.1868402,-105.0729085,1,3.9,184,27.142857142857142,2.5,LONGMONT,1610 PACE ST UNIT 500
FA0001451,DOMINOS PIZZA 6232,40.17812869999999,-105.1019137,1,3.5,499,14.0,1.5,LONGMONT,1106 N MAIN ST
FA0001493,BOULDER PHO,40.0280832,-105.2592832,1,4.3,562,28.0,5.0,BOULDER,2855 28TH ST
FA0001512,COURTYARD BY MARRIOTT 1067,40.1406191,-105.1328852,2,4.3,218,52.5,2.6666666666666665,LONGMONT,1410 DRY CREEK DR
FA0001513,STARBUCKS COFFEE 6638,40.1470806,-105.1314918,2,4.3,343,25.0,2.0,LONGMONT,1087 S HOVER RD UNIT A-1
FA0001514,NOODLES AND COMPANY #125,40.1472872,-105.1314164,1,4.0,392,14.833333333333334,1.5,LONGMONT,1087 S HOVER RD UNIT D
FA0001515,COLD STONE CREAMERY,40.1472632,-105.1315968,2,4.3,137,6.666666666666667,1.0,LONGMONT,1087 S HOVER RD UNIT B
FA0001524,RESIDENCE INN LONGMONT,40.1398405,-105.1325654,2,4.3,271,25.0,2.0,LONGMONT,1450 DRY CREEK DR
FA0001542,(CU) SEEC CAFE,40.008355,-105.2432814,1,4.0,33,20.2,2.5,BOULDER,4001 DISCOVERY DR
FA0001543,WAHOOS FISH TACO,40.1470806,-105.1314918,1,4.5,323,60.0,2.6666666666666665,LONGMONT,1087 S HOVER ST
FA0001549,STONE CUP THE,40.2257675,-105.2712769,1,4.6,455,61.0,3.5,LYONS,442 HIGH ST
FA0001550,LA CHOZA (MOBILE),40.0574237,-105.2821287,1,4.3,557,81.42307692307692,6.5,BOULDER,4557 N BROADWAY ST
FA0001554,LOGANS ESPRESSO CAFE,40.0476038,-105.280851,1,4.7,91,10.0,1.0,BOULDER,3980 BROADWAY ST UNIT 101
FA0001585,TANDOORI KITCHEN,39.9886413,-105.0914998,2,4.7,378,70.08333333333333,5.8,LAFAYETTE,199 W SOUTH BOULDER RD
FA0001595,PANDA EXPRESS #2313 (CU),40.0065706,-105.2717488,1,3.4,35,15.0,1.0,BOULDER,1669 EUCLID AVE UNIT 179
FA0001614,SHERPAS,40.016199,-105.2844684,2,4.5,876,12.4,2.5,BOULDER,825 WALNUT ST
FA0001623,OREGANOS PIZZA BISTRO,39.9998565,-105.2604899,2,4.5,237,45.2,5.0,BOULDER,2690 BASELINE RD
FA0001624,SNARFS PEARL,40.0218293,-105.259785,1,4.3,628,40.22222222222222,2.5,BOULDER,2660 PEARL ST
FA0001630,TACOS GTO,40.168074,-105.1022791,2,4.6,43,55.833333333333336,3.0,LONGMONT,516 MAIN ST
FA0001631,CHINA BUFFET,40.1517016,-105.1277685,1,3.6,390,42.90909090909091,4.5,LONGMONT,800 S HOVER RD
FA0001638,CAPRESE TRATTORIA,40.1479432,-105.1314564,2,4.4,1041,64.0952380952381,7.0,LONGMONT,1067 S HOVER RD UNIT D
FA0001641,ABOS PIZZA LONGMONT,40.191863,-105.1009746,1,4.1,299,10.0,1.0,LONGMONT,1834 MAIN ST UNIT 8
FA0001642,EDIBLE ARRANGEMENTS,40.0153754,-105.2591132,2,3.3,27,14.6,2.5,BOULDER,1629 28TH ST UNIT 102
FA0001643,CAFE AION,40.0087805,-105.2765032,2,4.2,232,25.0,3.0,BOULDER,1235 PENNSYLVANIA AVE
FA0001645,OFF CAMPUS CAFE,39.9669351,-105.0893952,1,4.4,262,59.73684210526316,5.0,LAFAYETTE,2600 CAMPUS DR UNIT B
FA0001646,EINSTEIN BROS BAGELS 3331,40.0169677,-105.2588796,1,3.7,158,38.0,2.5,BOULDER,1693 28TH ST
FA0001647,CANTINA LUNADA,40.15214599999999,-105.1110721,2,4.3,339,28.0,3.0,LONGMONT,1225 KEN PRATT BLVD UNIT 100
FA0001662,LE PEEP,40.1519556,-105.1147028,2,4.5,1019,63.23529411764706,5.666666666666667,LONGMONT,1225 KEN PRATT BLVD UNIT 116
FA0001663,DOUGS DINER,39.9990636,-105.2612502,1,4.6,574,58.11764705882353,5.666666666666667,BOULDER,2574 BASELINE RD
FA0001732,BUSABA,39.97021489999999,-105.1639539,2,4.7,1490,20.0,2.0,LOUISVILLE,133 MCCASLIN BLVD UNIT H
FA0001760,A AND J ALLIANCE,40.0260081,-105.2815083,2,4.2,771,37.94736842105263,4.75,BOULDER,1225 ALPINE AVE
FA0001776,PEARL ST GRILL 1  (MOBILE),40.026162,-105.2427945,1,4.3,541,75.0,12.0,BOULDER,2510 47TH ST UNIT 9E
FA0001782,JERSEY MIKES SUBS 22043,39.9873892,-105.095485,1,4.2,40,40.5,4.0,LAFAYETTE,535 W SOUTH BOULDER RD UNIT 290
FA0001786,OSKAR BLUES HOMEMADE LIQUIDS & SOLI,40.1438606,-105.1311789,2,4.3,2134,47.0,3.0,LONGMONT,1555 S HOVER ST
FA0001800,BOULDER COMMUNITY FOOTHILLS HOSPITAL,40.0163695,-105.2363882,2,5.0,3,21.8,2.5,BOULDER,4747 ARAPAHOE AVE
FA0002021,LEVY FOLSOM FIELD HOT PREP KITCHEN 6TH FLOOR (CU),40.0091912,-105.2669142,2,4.6,1321,20.0,2.0,BOULDER,2400 COLORADO AVE RM 680
FA0002027,LEVY BOULDER PIZZA CO (MOBILE),40.008599,-105.2672299,2,4.5,1160,25.83333333333333,2.0,BOULDER,2085 COLORADO BLVD
FA0002076,MICI,39.9876824,-105.0954735,2,4.6,235,12.2,2.0,LAFAYETTE,535 W SOUTH BOULDER RD STE 260
FA0002108,GOOD TIMES BURGERS AND FROZEN CUSTARD,39.9869279,-105.0857496,1,3.8,197,39.36363636363637,2.6666666666666665,LAFAYETTE,575 SOUTH BOULDER RD
FA0002128,LAS PALMERAS EXPRESS,40.187594,-105.0713434,2,4.5,87,44.16666666666666,4.5,LONGMONT,1640 PACE ST UNIT 400
FA0002132,GONDOLIER,39.9980269,-105.2328968,2,4.3,447,61.22222222222222,3.0,BOULDER,4800 BASELINE RD UNIT A104
FA0002133,EATS AND SWEETS,39.9949449,-105.0906777,1,4.6,536,28.3,2.5,LAFAYETTE,401 S PUBLIC RD UNIT C
FA0002143,SAIGON EXPRESS,40.1519532,-105.1143,2,4.2,432,46.53333333333333,5.0,LONGMONT,1225 KEN PRATT BLVD UNIT 110
FA0002144,LEAF VEGETARIAN RESTAURANT,40.0191054,-105.2729781,2,4.6,834,70.9375,6.5,BOULDER,1710 PEARL ST
FA0002145,PIZZA 314,40.0074249,-105.2757893,1,4.7,79,38.09090909090909,5.0,BOULDER,1313 COLLEGE AVE
FA0002152,SILVERMINE SUBS,40.1877465,-105.071323,1,3.9,224,47.68,3.75,LONGMONT,1640 PACE ST UNIT 300
FA0002157,RUBY RUS,39.9875867,-105.1074805,2,4.8,72,13.4,1.5,LAFAYETTE,1280 CENTAUR VILLAGE DR UNIT 1
FA0002162,DELI ZONE,40.0718154,-105.2027984,1,4.1,174,38.3125,4.0,BOULDER,5365 SPINE RD UNIT A
FA0002163,LAMAR DONUTS,39.97021489999999,-105.1639539,1,4.7,623,12.333333333333334,1.5,LOUISVILLE,133 MCCASLIN BLVD UNIT E
FA0002166,NICOLOS  PIZZA,40.1866901,-105.0760173,2,4.2,431,50.0,4.0,LONGMONT,1631 PACE ST STE B-13
FA0002167,FRESH THYMES EATERY,40.0267261,-105.2532795,2,4.5,551,69.0,4.333333333333333,BOULDER,2500 30TH ST UNIT 101
FA0002168,RED ROBIN AMERICAS GOURMET BURGERS,40.143539,-105.1315146,2,4.1,1083,25.0,2.0,LONGMONT,2331 CLOVER BASIN DR
FA0002171,POLLERIA LA FOGATA,40.1883354,-105.1016196,2,4.0,131,50.41666666666666,3.5,LONGMONT,1690 N MAIN ST
FA0002178,TIBET KITCHEN,40.0148771,-105.2633881,1,4.5,566,51.0,4.25,BOULDER,2359 ARAPAHOE AVE
FA0002186,NOPALITOS,40.035263,-105.2566954,1,4.8,326,47.30769230769231,3.6,BOULDER,2850 IRIS AVE UNIT H
FA0002200,TEXAS ROADHOUSE,40.1427031,-105.1313319,2,4.3,2357,41.66666666666666,3.0,LONGMONT,2351 CLOVER BASIN DR
FA0002205,PHUKET,39.960672,-105.1668774,2,4.5,341,38.0,5.0,LOUISVILLE,1156 W DILLON RD UNIT 4
FA0002210,LEVY MOTIONS (MOBILE),40.004712,-105.2605424,2,3.8,5,36.25,2.333333333333333,BOULDER,950 REGENT DR
FA0002230,STARBUCKS COFFEE 8663,40.1880694,-105.0765196,2,4.2,218,20.0,1.5,LONGMONT,815 E 17TH AVE UNIT C5
FA0002245,INTA JUICE,40.1481374,-105.1315059,2,4.6,361,5.0,1.0,LONGMONT,1067 S HOVER RD UNIT A
FA0002274,SWAYLOS TIKI,40.1431666,-105.1348953,2,4.2,160,37.0,2.5,LONGMONT,1315 DRY CREEK DR
FA0002284,SMASHBURGER,40.0131102,-105.1315146,2,3.8,543,14.0,2.5,LAFAYETTE,2755 DAGNY WY UNIT 103
FA0002287,ZIGGIS COFFEE BAR,40.165896,-105.1022603,1,4.5,760,50.71428571428572,3.5,LONGMONT,400 N MAIN ST
FA0002294,JIN CHAN ZHANG RESTAURANT,40.0275335,-105.2576977,1,4.1,217,55.42307692307692,6.5,BOULDER,2835 28TH ST
FA0002297,SPRUCE CONFECTIONS,40.0596799,-105.281855,1,4.5,188,41.0,3.0,BOULDER,4684 BROADWAY ST
FA0002301,PROTOS PIZZA,40.059449,-105.28189,2,4.4,370,62.5,3.333333333333333,BOULDER,4670 N BROADWAY ST BLDG C
FA0002303,CHICKEN ON THE HILL,40.007632,-105.2765075,2,4.0,78,3.0,3.0,BOULDER,1119 13TH ST
FA0002311,RUSH,40.0088837,-105.2763482,1,4.5,138,28.33333333333333,3.0,BOULDER,1207 13TH ST
FA0002315,JAIPUR INDIAN RESTAURANT,40.0167633,-105.279051,2,4.2,519,52.0,4.0,BOULDER,1800 BROADWAY ST UNIT 160
FA0002330,CHIPOTLE MEXICAN GRILL #650,40.1891734,-105.101731,1,4.0,511,50.5,4.0,LONGMONT,1708 N MAIN ST UNIT A
FA0002331,SANTIAGOS II MEXICAN RESTAURANT,39.9986678,-105.0902438,1,4.4,1062,28.5,3.0,LAFAYETTE,104 N PUBLIC RD
FA0002332,BUFFALO WILD WINGS #111,40.1436813,-105.1327938,2,3.6,1505,24.0,2.5,LONGMONT,2303 CLOVER BASIN DR
FA0002339,ST JULIEN HOTEL AND SPA,40.0159802,-105.2824681,3,4.3,352,83.33333333333333,6.333333333333333,BOULDER,900 WALNUT ST
FA0002343,SUSHI LEO,40.1437304,-105.1322064,2,4.5,290,65.81481481481481,5.5,LONGMONT,2315 CLOVER BASIN DR
FA0002345,QDOBA MEXICAN EATS #2186,40.1436962,-105.1319486,1,4.0,507,29.642857142857142,4.666666666666667,LONGMONT,2301 CLOVER BASIN DR
FA0002356,AMANTE UPTOWN,40.0575766,-105.2818477,2,4.2,275,43.46153846153846,3.25,BOULDER,4580 BROADWAY ST UNIT A
FA0002357,ALOY THAI CUISINE,40.0169562,-105.2592189,2,4.2,1016,7.5,1.5,BOULDER,2720 CANYON BLVD
FA0002371,DELI ZONE LONGMONT,40.1528021,-105.113927,1,4.1,234,28.571428571428573,2.5,LONGMONT,1240 KEN PRATT BLVD UNIT 9
FA0002372,EINSTEIN BROS BAGELS 3383,40.143748,-105.132144,1,4.0,338,20.4,2.5,LONGMONT,2311 CLOVER BASIN DR
FA0002382,JEFES,40.1636193,-105.1021192,2,4.5,1346,85.02380952380952,6.6,LONGMONT,246 MAIN ST
FA0002383,SACHI SUSHI,40.1010572,-105.1670731,2,4.6,134,72.5,4.5,LONGMONT,7980 NIWOT RD
FA0002385,BEST PHO,40.01402239999999,-105.1294202,2,4.3,55,13.636363636363637,2.0,LAFAYETTE,1377 FOREST PARK CIR UNIT 102
FA0002393,SKY COFFEE,39.9702375,-105.0860399,1,3.8,44,5.666666666666667,1.0,LAFAYETTE,200 EXEMPLA CIR
FA0002416,TIERRA Y FUEGO TAQUERIA,40.0571367,-105.2818111,1,4.6,263,44.21428571428572,4.666666666666667,BOULDER,4550 N BROADWAY ST
FA0002419,LOLLICUP BOULDER,40.0082486,-105.2760051,1,4.2,178,50.25,4.0,BOULDER,1142 13TH ST
FA0002434,COLORADO WOK,40.0009705,-105.1007743,2,3.9,408,39.63636363636363,3.6666666666666665,LAFAYETTE,385 CROSSING DR UNIT 109
FA0002435,PANERA BREAD #2432,39.9557406,-105.1689802,2,3.8,373,10.0,1.0,SUPERIOR,302 CENTER DR UNIT A
FA0002436,FIVE GUYS BURGERS,40.1891957,-105.101722,2,4.2,650,31.0,3.0,LONGMONT,1708 N MAIN ST UNIT 300
FA0002441,OZO EAST PEARL,40.0190869,-105.2753813,2,4.6,98,48.31818181818182,6.333333333333333,BOULDER,1521 PEARL ST UNIT B
FA0002442,PANANG THAI,39.9891435,-105.091097,2,4.3,439,25.75,4.0,LAFAYETTE,1005 S PUBLIC RD
FA0002449,SUBWAY EXEMPLA 33266,39.9704626,-105.0863198,1,3.8,44,23.33333333333333,2.0,LAFAYETTE,200 EXEMPLA CIR UNIT R1360
FA0002471,CARLS JR #7525,40.1901404,-105.1301213,1,3.7,598,17.0,1.5,LONGMONT,1754 HOVER ST
FA0002478,SPRINGHILL SUITES BOULDER LONGMONT,40.13909659999999,-105.1331593,2,4.3,366,25.0,2.0,LONGMONT,1470 DRY CREEK DR
FA0002481,BREWING MARKET,39.9996008,-105.2611072,1,4.2,207,38.888888888888886,3.5,BOULDER,2610 BASELINE RD
FA0002484,LITTLE CAESARS,40.1905526,-105.1024992,1,3.4,245,36.391304347826086,5.25,LONGMONT,1753 N MAIN ST
FA0002488,CILANTRO,40.0477993,-105.280848,1,4.6,243,76.07692307692308,8.666666666666666,BOULDER,3980 N BROADWAY UNIT 104
FA0002492,KALITA GRILL,40.0137967,-105.2627051,2,4.6,380,43.5,3.5,BOULDER,2426 ARAPAHOE AVE
FA0002497,PAPA MURPHYS PIZZA,40.0353363,-105.260158,1,4.0,83,4.75,1.5,BOULDER,3325 28TH ST UNIT 8
FA0002505,SUBWAY 38902 AT SUPER WALMART,40.2051158,-105.098488,1,4.0,2462,17.0,1.5,LONGMONT,2514 N MAIN ST
FA0002506,ROSARIOS RESTAURANT,40.15168980000001,-105.1040145,2,4.7,951,34.0,4.0,LONGMONT,625 KEN PRATT BLVD
FA0002513,PANDA EXPRESS#1100,39.9578759,-105.1694372,1,2.9,189,3.6666666666666665,1.5,SUPERIOR,301 CENTER DR
FA0002526,HOLIDAY INN EXPRESS,40.0612313,-105.2829086,1,4.3,384,31.666666666666668,3.0,BOULDER,4777 BROADWAY ST
FA0002527,CUGINI PIZZERIA,40.0012517,-105.1006805,2,4.5,125,17.5,4.0,LAFAYETTE,385 CROSSING DR UNIT 105
FA0002561,BOULDER PHO & MILK TEA,40.143716,-105.1320739,2,4.4,35,25.875,2.6666666666666665,LONGMONT,2321 CLOVER BASIN DR
FA0002562,ND STREETBAR,40.0177735,-105.2819288,2,4.4,909,15.8,1.5,BOULDER,1035 PEARL ST
FA0002578,PANERA BREAD #2437,40.1519161,-105.0997213,2,3.9,625,6.666666666666667,1.0,LONGMONT,425 KEN PRATT BLVD
FA0002591,DAIRY CENTER FOR THE ARTS THE,40.0193233,-105.261078,2,4.5,57,19.0,5.0,BOULDER,2590 WALNUT ST
FA0002592,RED FROG COFFEE,40.1519236,-105.0937835,1,4.6,476,32.857142857142854,2.0,LONGMONT,15 KEN PRATT BLVD
FA0002609,PIZZA BAR 66,40.2249169,-105.2706367,2,4.5,407,40.35714285714285,3.5,LYONS,430 MAIN ST
FA0002612,CHILIS GRILL AND BAR,40.0034588,-105.1037534,2,3.9,957,5.0,1.0,LAFAYETTE,579 N HWY 287
FA0002629,PEKOE SIP TEA HOUSE 4 @ ATLAS BLDG,40.0074416,-105.2699287,2,4.3,67,62.27272727272727,3.6666666666666665,BOULDER,1125 18TH ST
FA0002630,TGI FRIDAYS #572,40.1519168,-105.094423,2,3.9,971,22.75,2.6666666666666665,LONGMONT,125 KEN PRATT BLVD
FA0002631,YELLOW DELI THE,40.0168837,-105.283366,1,4.5,550,15.0,1.5,BOULDER,908 W PEARL ST
FA0002645,BIRDCALL 29TH ST,40.0163558,-105.2566462,2,4.4,74,51.52941176470589,5.666666666666667,BOULDER,1675 29TH ST UNIT 1284
FA0002651,CURRY N KEBOB,40.0301285,-105.2578785,1,4.4,1067,84.11764705882354,6.75,BOULDER,3050 28TH ST
FA0002653,PANERA BREAD #2439,40.0190602,-105.2565447,2,3.9,525,2.0,1.0,BOULDER,1855 29TH ST UNIT 1172
FA0002654,FIVE GUYS BOULDER,40.0193119,-105.256509,2,4.4,847,3.0,2.0,BOULDER,1855 29TH ST UNIT 1154
FA0002656,SUBWAY,40.1511469,-105.1314918,1,3.6,129,17.142857142857142,3.6666666666666665,LONGMONT,965 S HOVER ST UNIT D
FA0002657,NATIVE FOODS CAFE,40.0164918,-105.256509,2,4.4,679,28.571428571428573,2.0,BOULDER,1675 29TH ST UNIT 1272
FA0002658,MAD GREENS,40.01887079999999,-105.2565814,2,4.5,214,33.57142857142857,2.5,BOULDER,1805 29TH ST UNIT 1144
FA0002661,STARBUCKS COFFEE 10677,40.1906131,-105.1028044,2,4.1,367,11.5,2.0,LONGMONT,1749 MAIN ST UNIT A
FA0002665,FIVE SPICE ASIAN CUSINE,40.035429,-105.2598618,2,3.5,240,98.27272727272728,13.75,BOULDER,3325 28TH ST UNIT 5
FA0002668,CHIPOTLE MEXICAN GRILL #894,40.0166539,-105.2579263,1,3.9,686,27.6,2.5,BOULDER,1650 28th ST 2-E 1224
FA0002670,BIG DADDYS PIZZA,39.987316,-105.10691,2,4.0,38,15.333333333333334,2.5,LAFAYETTE,1280 CENTAUR VILLAGE DR UNIT 11
FA0002675,LAWLESS CRAIGS,40.0012262,-105.2622739,2,4.4,1217,34.166666666666664,3.0,BOULDER,2450 KITTRIDGE LOOP DR
FA0002676,HOLIDAY INN EXPRESS QWMCO,40.1419518,-105.1346212,2,4.2,414,25.0,1.5,LONGMONT,1355 DRY CREEK DR
FA0002677,MY RAMEN & IZAKAYA,40.0342111,-105.2576484,2,4.3,464,27.77777777777778,4.5,BOULDER,3280 28TH ST UNIT 2
FA0002680,KIKKA AT  WHOLE FOODS MARKET,40.02392700000001,-105.2559579,3,4.1,872,10.0,1.0,BOULDER,2905 PEARL ST
FA0002685,STARBUCKS COFFEE 9693,40.1890994,-105.12987,2,4.1,372,13.0,3.0,LONGMONT,2318 17TH AVE
FA0002689,DELI AT 8236 THE,39.9617855,-105.5096031,1,4.7,154,25.0,2.5,NEDERLAND,34 E 1ST ST
FA0002694,MUMTAZ MEDITERRANEAN CUISINE,40.0033008,-105.1024083,1,4.6,512,25.0,2.0,LAFAYETTE,588 N HWY 287 UNIT 100
FA0002697,KENTUCKY FRIED CHICKEN  A AND W,40.2050886,-105.1017317,1,3.2,588,10.0,1.0,LONGMONT,2604 N MAIN ST
FA0002699,BACCO TRATTORIA,40.05804670000001,-105.2814312,2,4.2,246,70.0,5.0,BOULDER,1200 YARMOUTH AVE UNIT A
FA0002701,BUSEY BREWS,39.9616936,-105.5093619,2,4.7,717,45.0,2.5,NEDERLAND,70 E FIRST ST
FA0002703,TACO PALACE LONGMONT,40.1519366,-105.0978029,2,4.2,333,53.63636363636363,3.6666666666666665,LONGMONT,305 KEN PRATT BLVD
FA0002704,A CUP OF PEACE,40.0142798,-105.2504029,1,4.3,258,71.08695652173913,6.333333333333333,BOULDER,3216 ARAPAHOE AVE UNIT B
FA0002718,JAMBA JUICE @ UMC (CU),40.006295,-105.2719745,0,4.2,5,26.857142857142858,2.333333333333333,BOULDER,1669 EUCLID AVE UMC 154
FA0002719,STARBUCKS COFFEE 13426,40.01589,-105.1023705,2,4.1,189,1.0,1.0,ERIE,3336 ARAPAHOE AVE
FA0002745,CAVA,40.0171082,-105.2571899,1,4.4,146,56.92307692307692,6.5,BOULDER,1695 29TH ST UNIT 1248
FA0002750,OLD WORLD WOOD FIRE PIZZERIA/ BAVARIAN BAKERY,40.1514798,-105.1194544,1,4.2,107,70.19354838709677,6.75,LONGMONT,613 FRONTAGE RD
FA0002757,LAGUNA AUTHENTIC MEXICAN RESTAURANT,40.1353084,-105.1032596,2,4.6,86,39.23076923076923,4.333333333333333,LONGMONT,645 TENACITY DR UNIT A
FA0002758,RAS KASSAS ETHIOPIAN,39.9910066,-105.090221,2,4.6,583,42.42857142857143,4.666666666666667,LAFAYETTE,802 S PUBLIC RD UNIT C
FA0002759,LOCO HERMANOS,39.965736,-105.1619952,1,4.6,696,16.76923076923077,4.333333333333333,LOUISVILLE,318 S MCCASLIN BLVD
FA0002790,PALETERIA LA MICHOACANA,40.196846,-105.1009613,1,4.0,164,50.55555555555556,4.5,LONGMONT,2130 N MAIN ST UNIT 1
FA0002792,CENTURY THEATRE,40.0172524,-105.2543182,2,4.0,844,25.0,1.5,BOULDER,1700 29TH ST
FA0002811,DELICIOUS ZS,39.99104,-105.090192,1,4.4,411,12.444444444444445,6.0,LAFAYETTE,802 S PUBLIC RD UNIT D
FA0002815,MURPHYS SOUTH,39.98387330000001,-105.2488208,2,4.3,361,89.28571428571429,5.25,BOULDER,657 S BROADWAY ST
FA0002823,EAST MOON ASIAN BISTRO II,40.1973648,-105.1009545,2,4.3,488,43.333333333333336,3.5,LONGMONT,2144 MAIN ST UNIT 1
FA0002826,FIOR DI GELATO,40.01776539999999,-105.2821346,2,4.6,355,37.75,3.0,BOULDER,1021 PEARL ST
FA0002828,PANDA EXPRESS #1493,40.1517562,-105.0916597,1,3.3,543,7.5,1.0,LONGMONT,155 E KEN PRATT AVE
FA0002830,CHICKEN JACKS,40.1530524,-105.0942631,1,4.1,145,16.666666666666668,1.0,LONGMONT,26 KEN PRATT BLVD
