"facility_id","inspection_date","violation_category","lower"
"FA0000961","2016-06-21","food source","consumer advisory"
"FA0000961","2019-06-19","personnel","hands clean & properly washed"
"FA0000961","2019-06-19","personnel","certified food protection manager"
"FA0000961","2019-06-19","food source","proper date marking and disposition"
"FA0000961","2019-06-19","food temperature control","proper cooling time and temperature"
"FA0000961","2019-06-19","toilets/handwashing","adequate handwashing sinks properly supplied and accessible"
"FA0000961","2019-06-19","food temperature control","proper cold holding temperatures"
"FA0000962","2017-05-31","toilets/handwashing","soap and drying devices"
"FA0000963","2014-05-23","food source","cross contamination"
"FA0000963","2014-05-23","personnel","hygienic practices"
"FA0000963","2017-12-07","food temperature control","cold hold at 41 degrees or less"
"FA0000963","2017-12-07","personnel","no bare hand contact"
"FA0000966","2015-12-21","equipment design/contstruction","non-food contact surfaces construction"
"FA0000966","2015-12-21","physical facilities","lighting"
"FA0000966","2017-04-06","water/sewage/plumbing","backflow back siphonage"
"FA0000966","2017-04-06","personnel","smoking eating drinking"
"FA0000966","2019-10-18","food temperature control","proper cold holding temperatures"
"FA0000966","2019-10-18","equipment/utensil cleaning","food contact surfaces; cleaned & sanitized"
"FA0000968","2013-05-24","food source","wholesome free of spoilage"
"FA0000968","2013-05-24","personnel","hands washed as needed"
"FA0000968","2013-05-24","equipment/utensil cleaning","manual"
"FA0000968","2013-05-24","food temperature control","cold hold at 41 degrees or less"
"FA0000968","2015-02-03","toilets/handwashing","accessible"
"FA0000968","2015-02-03","equipment/utensil cleaning","in place"
"FA0000968","2015-02-03","food temperature control","cold hold at 41 degrees or less"
"FA0000968","2015-02-03","food temperature control","adequate equipment to maintain food temperatures"
"FA0000968","2017-08-08","personnel","hands washed as needed"
"FA0000969","2016-01-04","food temperature control","cold hold at 41 degrees or less"
"FA0000969","2016-01-04","personnel","smoking eating drinking"
"FA0000969","2016-01-04","water/sewage/plumbing","plumbing installed maintained"
"FA0000969","2017-10-30","food source","cross contamination"
"FA0000969","2017-10-30","food temperature control","cold hold at 41 degrees or less"
"FA0000969","2017-10-30","water/sewage/plumbing","hot and cold water under pressure"
"FA0000970","2013-12-16","physical facilities","floors walls ceilings"
"FA0000970","2013-12-16","water/sewage/plumbing","plumbing installed maintained"
"FA0000970","2013-12-16","physical facilities","lighting"
"FA0000970","2016-04-12","water/sewage/plumbing","hot and cold water under pressure"
"FA0000970","2016-04-12","food temperature control","food thermometer"
"FA0000970","2016-04-12","poisons/toxins","properly labeled"
"FA0000970","2016-04-12","food temperature control","rapidly reheat to 165 degrees or greater"
"FA0000970","2016-04-12","personnel","training needed"
"FA0000970","2016-04-12","food source","consumer advisory"
"FA0000970","2016-04-12","water/sewage/plumbing","backflow back siphonage"
"FA0000970","2016-04-12","toilets/handwashing","soap and drying devices"
"FA0000970","2017-10-16","food temperature control","cold hold at 41 degrees or less"
"FA0000970","2017-10-16","pest control","evidence of insects or rodents"
"FA0000970","2017-10-16","personnel","no bare hand contact"
"FA0000970","2017-10-16","poisons/toxins","properly labeled"
"FA0000970","2017-10-16","personnel","hygienic practices"
"FA0000970","2018-10-22","equipment design/contstruction","food-contact surfaces construction"
"FA0000970","2018-10-22","food source","cross contamination"
"FA0000970","2018-10-22","equipment design/contstruction","non-food contact surfaces construction"
"FA0000970","2018-10-22","pest control","evidence of insects or rodents"
"FA0000970","2018-10-22","physical facilities","floors walls ceilings"
"FA0000970","2018-10-22","physical facilities","lighting"
"FA0000971","2014-11-24","personnel","smoking eating drinking"
"FA0000971","2014-11-24","equipment/utensil cleaning","dishwashing facilities"
"FA0000971","2014-11-24","equipment design/contstruction","non-food contact surfaces construction"
"FA0000971","2014-11-24","personnel","training needed"
"FA0000971","2014-11-24","equipment/utensil cleaning","wiping cloths"
"FA0000971","2014-11-24","food source","consumer advisory"
"FA0000971","2014-11-24","physical facilities","floors walls ceilings"
"FA0000971","2014-11-24","equipment design/contstruction","food-contact surfaces construction"
"FA0000971","2014-11-24","utensils","equipment utensils provided used, stored"
"FA0000971","2014-11-24","toilets/handwashing","adequate number location design"
"FA0000971","2015-10-12","physical facilities","floors walls ceilings"
"FA0000971","2018-11-02","food temperature control","cold hold at 41 degrees or less"
"FA0000971","2018-11-02","food labeling/protection","food protected from contamination"
"FA0000971","2018-11-02","food source","cross contamination"
"FA0000971","2018-11-02","equipment/utensil cleaning","chemical test kits provided accessible"
"FA0000972","2013-08-21","food temperature control","cold hold at 41 degrees or less"
"FA0000972","2013-08-21","poisons/toxins","properly labeled"
"FA0000972","2013-08-21","equipment/utensil cleaning","wiping cloths"
"FA0000972","2013-08-21","food temperature control","adequate equipment to maintain food temperatures"
"FA0000972","2013-08-21","equipment/utensil cleaning","chemical test kits provided accessible"
"FA0000972","2013-08-21","equipment/utensil cleaning","mechanical"
"FA0000972","2013-08-21","personnel","smoking eating drinking"
"FA0000972","2013-08-21","poisons/toxins","properly used"
"FA0000972","2016-01-22","equipment/utensil cleaning","mechanical"
"FA0000972","2017-05-10","personnel","smoking eating drinking"
"FA0000972","2017-05-10","poisons/toxins","properly labeled"
"FA0000972","2019-03-21","personnel","certified food protection manager"
"FA0000973","2013-06-24","poisons/toxins","properly labeled"
"FA0000973","2013-06-24","toilets/handwashing","soap and drying devices"
"FA0000973","2013-06-24","personnel","training needed"
"FA0000973","2013-06-24","personnel","hygienic practices"
"FA0000973","2015-02-05","equipment/utensil cleaning","in place"
"FA0000973","2016-12-08","food temperature control","refrigeration units with accurate thermometers"
"FA0000973","2016-12-08","equipment/utensil cleaning","wiping cloths"
"FA0000973","2016-12-08","toilets/handwashing","accessible"
"FA0000973","2016-12-08","physical facilities","floors walls ceilings"
"FA0000973","2016-12-08","equipment/utensil cleaning","chemical test kits provided accessible"
"FA0000973","2019-01-28","equipment/utensil cleaning","warewashing facilities: installed, maintained, & used; test strips"
"FA0000973","2019-01-28","toilets/handwashing","adequate handwashing sinks properly supplied and accessible"
"FA0000973","2019-01-28","personnel","procedures for responding to vomiting and diarrheal events"
"FA0000973","2019-01-28","poisons/toxins","toxic substances properly identified, stored & used"
"FA0000973","2019-01-28","personnel","certified food protection manager"
"FA0000974","2015-02-12","food temperature control","food thermometer"
"FA0000974","2017-04-18","personnel","no bare hand contact"
"FA0000974","2017-04-18","poisons/toxins","properly labeled"
"FA0000975","2014-07-22","food temperature control","cold hold at 41 degrees or less"
"FA0000975","2017-10-30","pest control","pesticide application"
"FA0000975","2017-10-30","food source","cross contamination"
"FA0000975","2017-10-30","food labeling/protection","food protected from contamination"
"FA0000975","2017-10-30","toilets/handwashing","adequate number location design"
"FA0000975","2017-10-30","physical facilities","premises maintained"
"FA0000975","2017-10-30","equipment design/contstruction","food-contact surfaces construction"
"FA0000975","2017-10-30","equipment design/contstruction","non-food contact surfaces construction"
"FA0000975","2017-10-30","equipment/utensil cleaning","dishwashing operations"
"FA0000975","2018-10-25","poisons/toxins","properly labeled"
"FA0000975","2018-10-25","food source","wholesome free of spoilage"
"FA0000975","2018-10-25","food temperature control","food thermometer"
"FA0000975","2018-10-25","food source","cross contamination"
"FA0000975","2018-10-25","toilets/handwashing","accessible"
"FA0000976","2013-08-15","food labeling/protection","original container properly labeled"
"FA0000976","2013-08-15","food source","cross contamination"
"FA0000976","2013-08-15","water/sewage/plumbing","plumbing installed maintained"
"FA0000976","2013-08-15","personnel","hygienic practices"
"FA0000976","2013-08-15","physical facilities","premises maintained"
"FA0000976","2013-08-15","equipment design/contstruction","food-contact surfaces construction"
"FA0000976","2013-08-15","physical facilities","floors walls ceilings"
"FA0000976","2013-08-15","food labeling/protection","food protected from contamination"
"FA0000976","2013-08-15","food temperature control","cold hold at 41 degrees or less"
"FA0000976","2013-08-15","food temperature control","adequate equipment to maintain food temperatures"
"FA0000976","2013-08-15","food source","wholesome free of spoilage"
"FA0000976","2013-08-15","pest control","evidence of insects or rodents"
"FA0000976","2013-08-15","equipment/utensil cleaning","food contact surfaces cleaning"
"FA0000976","2013-08-15","physical facilities","lighting"
"FA0000976","2013-08-15","water/sewage/plumbing","hot and cold water under pressure"
"FA0000976","2015-07-09","equipment design/contstruction","non-food contact surfaces construction"
"FA0000976","2015-07-09","personnel","smoking eating drinking"
"FA0000976","2015-07-09","personnel","hygienic practices"
"FA0000976","2015-07-09","water/sewage/plumbing","hot and cold water under pressure"
"FA0000976","2015-07-09","food labeling/protection","original container properly labeled"
"FA0000976","2015-07-09","food temperature control","cold hold at 41 degrees or less"
"FA0000976","2015-07-09","poisons/toxins","properly labeled"
"FA0000976","2015-07-09","food labeling/protection","food protected from contamination"
"FA0000976","2015-07-09","utensils","single service articles stored dispensed used"
"FA0000976","2018-03-19","personnel","hygienic practices"
"FA0000976","2018-03-19","food temperature control","cold hold at 41 degrees or less"
"FA0000990","2014-06-17","water/sewage/plumbing","plumbing installed maintained"
"FA0000990","2014-06-17","water/sewage/plumbing","hot and cold water under pressure"
"FA0000990","2016-01-05","poisons/toxins","properly labeled"
"FA0000990","2016-01-05","personnel","training needed"
"FA0000990","2016-01-05","personnel","hands washed as needed"
"FA0000990","2016-01-05","food temperature control","hot hold at 135 degrees farenheit or greater"
"FA0000990","2016-01-05","water/sewage/plumbing","backflow back siphonage"
"FA0000990","2016-01-05","water/sewage/plumbing","hot and cold water under pressure"
"FA0000990","2018-11-01","food source","consumer advisory"
"FA0000990","2018-11-01","equipment/utensil cleaning","wiping cloths"
"FA0000990","2018-11-01","food labeling/protection","food protected from contamination"
"FA0000995","2014-10-20","poisons/toxins","properly labeled"
"FA0000995","2014-10-20","food source","consumer advisory"
"FA0000995","2017-08-01","poisons/toxins","properly stored"
"FA0000995","2017-08-01","poisons/toxins","properly labeled"
"FA0000996","2013-09-19","personnel","no bare hand contact"
"FA0000996","2014-12-02","poisons/toxins","properly stored"
"FA0000996","2014-12-02","personnel","smoking eating drinking"
"FA0000996","2014-12-02","equipment/utensil cleaning","mechanical"
"FA0000996","2016-05-23","equipment/utensil cleaning","mechanical"
"FA0000996","2016-05-23","poisons/toxins","properly labeled"
"FA0000996","2016-05-23","poisons/toxins","properly stored"
"FA0000996","2019-05-20","personnel","certified food protection manager"
"FA0000996","2019-05-20","food temperature control","proper reheating procedures for hot holding"
"FA0000996","2019-05-20","personnel","procedures for responding to vomiting and diarrheal events"
"FA0000997","2013-01-15","food temperature control","cold hold at 41 degrees or less"
"FA0000997","2016-01-04","food temperature control","cold hold at 41 degrees or less"
"FA0000997","2016-01-04","food temperature control","adequate equipment to maintain food temperatures"
"FA0000997","2016-01-04","toilets/handwashing","soap and drying devices"
"FA0000997","2016-01-04","personnel","smoking eating drinking"
"FA0000997","2016-01-04","water/sewage/plumbing","hot and cold water under pressure"
"FA0000997","2016-01-04","food source","consumer advisory"
"FA0000997","2019-03-25","personnel","certified food protection manager"
"FA0000997","2019-03-25","food temperature control","proper hot holding temperatures"
"FA0000997","2019-03-25","toilets/handwashing","adequate handwashing sinks properly supplied and accessible"
"FA0000997","2019-03-25","personnel","procedures for responding to vomiting and diarrheal events"
"FA0000997","2019-03-25","food labeling/protection","food separated and protected"
"FA0000997","2019-03-25","food source","proper date marking and disposition"
"FA0001000","2014-07-30","food temperature control","cold hold at 41 degrees or less"
"FA0001000","2014-07-30","food temperature control","adequate equipment to maintain food temperatures"
"FA0001000","2018-03-14","equipment/utensil cleaning","mechanical"
"FA0001000","2018-03-14","poisons/toxins","properly stored"
"FA0001000","2018-03-14","food temperature control","cold hold at 41 degrees or less"
"FA0001000","2018-03-14","toilets/handwashing","soap and drying devices"
"FA0001000","2018-03-14","food source","consumer advisory"
"FA0001000","2018-03-14","poisons/toxins","properly labeled"
"FA0001000","2018-03-14","food temperature control","hot hold at 135 degrees farenheit or greater"
"FA0001003","2013-04-16","poisons/toxins","properly labeled"
"FA0001003","2013-04-16","personnel","hands washed as needed"
"FA0001003","2016-05-04","poisons/toxins","properly labeled"
"FA0001003","2016-05-04","food temperature control","food thermometer"
"FA0001003","2019-03-15","personnel","procedures for responding to vomiting and diarrheal events"
"FA0001004","2014-06-30","toilets/handwashing","soap and drying devices"
"FA0001004","2014-06-30","water/sewage/plumbing","hot and cold water under pressure"
"FA0001004","2014-06-30","food temperature control","cold hold at 41 degrees or less"
"FA0001004","2014-06-30","food source","consumer advisory"
"FA0001004","2016-12-22","food temperature control","cold hold at 41 degrees or less"
"FA0001004","2016-12-22","personnel","hands washed as needed"
"FA0001004","2016-12-22","water/sewage/plumbing","hot and cold water under pressure"
"FA0001004","2016-12-22","food source","cross contamination"
"FA0001004","2016-12-22","personnel","no bare hand contact"
"FA0001004","2016-12-22","toilets/handwashing","adequate number location design"
"FA0001004","2018-05-21","food temperature control","hot hold at 135 degrees farenheit or greater"
"FA0001004","2018-05-21","equipment/utensil cleaning","mechanical"
"FA0001004","2018-05-21","personnel","hygienic practices"
"FA0001004","2018-05-21","food temperature control","cold hold at 41 degrees or less"
"FA0001004","2018-05-21","personnel","smoking eating drinking"
"FA0001004","2018-05-21","toilets/handwashing","soap and drying devices"
"FA0001004","2018-05-21","personnel","no bare hand contact"
"FA0001004","2018-05-21","personnel","hands washed as needed"
"FA0001004","2018-05-21","food source","cross contamination"
"FA0001005","2014-04-18","poisons/toxins","properly used"
"FA0001005","2014-04-18","water/sewage/plumbing","backflow back siphonage"
"FA0001005","2015-03-11","food temperature control","food thermometer"
"FA0001005","2015-03-11","poisons/toxins","properly labeled"
"FA0001005","2015-03-11","personnel","hands washed as needed"
"FA0001005","2015-03-11","food temperature control","adequate equipment to maintain food temperatures"
"FA0001005","2015-03-11","equipment/utensil cleaning","mechanical"
"FA0001005","2015-03-11","food temperature control","cold hold at 41 degrees or less"
"FA0001005","2016-03-21","poisons/toxins","properly labeled"
"FA0001005","2019-06-05","toilets/handwashing","adequate handwashing sinks properly supplied and accessible"
"FA0001005","2019-06-05","personnel","procedures for responding to vomiting and diarrheal events"
"FA0001005","2019-06-05","personnel","certified food protection manager"
"FA0001005","2019-06-05","food temperature control","proper cold holding temperatures"
"FA0001007","2014-04-18","food temperature control","cold hold at 41 degrees or less"
"FA0001007","2014-04-18","food temperature control","adequate equipment to maintain food temperatures"
"FA0001007","2014-04-18","personnel","hygienic practices"
"FA0001007","2014-04-18","water/sewage/plumbing","backflow back siphonage"
"FA0001007","2016-07-19","pest control","evidence of insects or rodents"
"FA0001007","2016-07-19","toilets/handwashing","soap and drying devices"
"FA0001007","2016-07-19","toilets/handwashing","accessible"
"FA0001007","2016-07-19","food temperature control","food thermometer"
"FA0001007","2016-07-19","food temperature control","cold hold at 41 degrees or less"
"FA0001007","2018-04-20","personnel","smoking eating drinking"
"FA0001007","2018-04-20","food temperature control","cold hold at 41 degrees or less"
"FA0001007","2018-04-20","poisons/toxins","properly stored"
"FA0001014","2013-10-25","food source","consumer advisory"
"FA0001014","2013-10-25","water/sewage/plumbing","plumbing installed maintained"
"FA0001014","2013-10-25","food labeling/protection","food protected from contamination"
"FA0001014","2013-10-25","equipment/utensil cleaning","mechanical"
"FA0001014","2013-10-25","personnel","smoking eating drinking"
"FA0001014","2016-03-03","food temperature control","cold hold at 41 degrees or less"
"FA0001014","2018-06-21","toilets/handwashing","accessible"
"FA0001014","2018-06-21","food temperature control","cold hold at 41 degrees or less"
"FA0001017","2014-04-11","water/sewage/plumbing","backflow back siphonage"
"FA0001017","2017-03-24","water/sewage/plumbing","hot and cold water under pressure"
"FA0001017","2017-03-24","water/sewage/plumbing","plumbing installed maintained"
"FA0001020","2013-07-26","food temperature control","cold hold at 41 degrees or less"
"FA0001020","2013-07-26","food labeling/protection","food protected from contamination"
"FA0001020","2013-07-26","personnel","smoking eating drinking"
"FA0001020","2013-07-26","utensils","equipment utensils provided used, stored"
"FA0001020","2015-10-09","food temperature control","adequate equipment to maintain food temperatures"
"FA0001020","2015-10-09","poisons/toxins","properly labeled"
"FA0001020","2015-10-09","food temperature control","cold hold at 41 degrees or less"
"FA0001020","2015-10-09","personnel","hygienic practices"
"FA0001020","2015-10-09","toilets/handwashing","soap and drying devices"
"FA0001020","2017-05-04","food source","cross contamination"
"FA0001020","2017-05-04","personnel","hands washed as needed"
"FA0001020","2017-05-04","food source","consumer advisory"
"FA0001020","2017-05-04","poisons/toxins","properly labeled"
"FA0001020","2017-05-04","water/sewage/plumbing","hot and cold water under pressure"
"FA0001021","2014-05-08","food temperature control","cold hold at 41 degrees or less"
"FA0001021","2016-06-13","equipment/utensil cleaning","wiping cloths"
"FA0001021","2019-02-07","water/sewage/plumbing","hot & cold water available; adequate pressure"
"FA0001021","2019-02-07","toilets/handwashing","adequate handwashing sinks properly supplied and accessible"
"FA0001022","2013-09-24","food temperature control","cold hold at 41 degrees or less"
"FA0001022","2016-01-15","utensils","single service articles stored dispensed used"
"FA0001022","2016-01-15","food labeling/protection","food protected from contamination"
"FA0001022","2016-07-05","personnel","hygienic practices"
"FA0001022","2016-07-05","water/sewage/plumbing","plumbing installed maintained"
"FA0001022","2016-10-11","personnel","hygienic practices"
"FA0001022","2016-10-11","food temperature control","cold hold at 41 degrees or less"
"FA0001022","2019-10-08","toilets/handwashing","adequate handwashing sinks properly supplied and accessible"
"FA0001022","2019-10-08","equipment/utensil cleaning","wiping cloths; properly used & stored"
"FA0001035","2014-07-29","food source","cross contamination"
"FA0001035","2014-07-29","equipment design/contstruction","non-food contact surfaces construction"
"FA0001035","2014-07-29","food source","consumer advisory"
"FA0001035","2017-01-17","food temperature control","cold hold at 41 degrees or less"
"FA0001036","2013-07-18","food temperature control","cold hold at 41 degrees or less"
"FA0001036","2016-03-02","equipment/utensil cleaning","mechanical"
"FA0001036","2016-03-02","personnel","hygienic practices"
"FA0001036","2016-03-02","personnel","hands washed as needed"
"FA0001036","2016-03-02","water/sewage/plumbing","backflow back siphonage"
"FA0001036","2018-01-18","personnel","hygienic practices"
"FA0001036","2018-01-18","food temperature control","cold hold at 41 degrees or less"
"FA0001036","2018-01-18","food temperature control","cooling methods"
"FA0001036","2018-05-08","water/sewage/plumbing","hot and cold water under pressure"
"FA0001036","2018-05-08","personnel","hands washed as needed"
"FA0001036","2018-05-08","food temperature control","cold hold at 41 degrees or less"
"FA0001046","2014-05-15","personnel","hygienic practices"
"FA0001046","2014-05-15","food temperature control","cold hold at 41 degrees or less"
"FA0001046","2014-05-15","food temperature control","food thermometer"
"FA0001046","2017-09-06","water/sewage/plumbing","hot and cold water under pressure"
"FA0001046","2017-09-06","food source","wholesome free of spoilage"
"FA0001046","2017-09-06","food source","approved source"
"FA0001046","2017-09-06","toilets/handwashing","adequate number location design"
"FA0001055","2014-04-08","toilets/handwashing","soap and drying devices"
"FA0001055","2014-10-10","water/sewage/plumbing","backflow back siphonage"
"FA0001057","2018-05-23","physical facilities","floors walls ceilings"
"FA0001060","2014-10-14","poisons/toxins","properly labeled"
"FA0001060","2014-10-14","food temperature control","cold hold at 41 degrees or less"
"FA0001060","2014-10-14","utensils","equipment utensils provided used, stored"
"FA0001060","2014-10-14","physical facilities","premises maintained"
"FA0001060","2014-10-14","food labeling/protection","food protected from contamination"
"FA0001060","2014-10-14","physical facilities","floors walls ceilings"
"FA0001060","2014-10-14","equipment/utensil cleaning","wiping cloths"
"FA0001060","2017-05-19","personnel","training needed"
"FA0001060","2017-05-19","food temperature control","food thermometer"
"FA0001060","2017-05-19","physical facilities","ventilation"
"FA0001060","2017-05-19","water/sewage/plumbing","plumbing installed maintained"
"FA0001060","2017-05-19","equipment/utensil cleaning","wiping cloths"
"FA0001060","2017-05-19","personnel","hands washed as needed"
"FA0001060","2017-05-19","physical facilities","floors walls ceilings"
"FA0001060","2017-05-19","food source","consumer advisory"
"FA0001060","2017-05-19","equipment/utensil cleaning","mechanical"
"FA0001060","2017-05-19","equipment/utensil cleaning","manual"
"FA0001060","2017-05-19","equipment/utensil cleaning","non-food contact surfaces cleaning"
"FA0001060","2017-05-19","personnel","hygienic practices"
"FA0001072","2015-08-11","personnel","hygienic practices"
"FA0001072","2017-08-25","water/sewage/plumbing","hot and cold water under pressure"
"FA0001072","2017-08-25","food source","cross contamination"
"FA0001072","2017-08-25","poisons/toxins","properly labeled"
"FA0001072","2017-08-25","water/sewage/plumbing","backflow back siphonage"
"FA0001074","2014-05-21","food temperature control","cold hold at 41 degrees or less"
"FA0001074","2014-05-21","food temperature control","adequate equipment to maintain food temperatures"
"FA0001074","2015-09-08","food temperature control","cold hold at 41 degrees or less"
"FA0001074","2017-05-30","food temperature control","cold hold at 41 degrees or less"
"FA0001076","2013-11-06","personnel","hygienic practices"
"FA0001076","2013-11-06","toilets/handwashing","soap and drying devices"
"FA0001076","2013-11-06","utensils","equipment utensils provided used, stored"
"FA0001076","2013-11-06","equipment design/contstruction","non-food contact surfaces construction"
"FA0001076","2013-11-06","physical facilities","floors walls ceilings"
"FA0001076","2016-02-09","food temperature control","cold hold at 41 degrees or less"
"FA0001076","2016-02-09","equipment/utensil cleaning","manual"
"FA0001076","2017-08-30","personnel","smoking eating drinking"
"FA0001076","2017-08-30","toilets/handwashing","soap and drying devices"
"FA0001076","2017-08-30","water/sewage/plumbing","plumbing installed maintained"
"FA0001076","2017-08-30","equipment/utensil cleaning","chemical test kits provided accessible"
"FA0001076","2017-08-30","equipment/utensil cleaning","wiping cloths"
"FA0001076","2017-08-30","personnel","hygienic practices"
"FA0001076","2017-08-30","food temperature control","refrigeration units with accurate thermometers"
"FA0001077","2013-09-04","utensils","equipment utensils provided used, stored"
"FA0001077","2013-09-04","equipment/utensil cleaning","chemical test kits provided accessible"
"FA0001077","2013-09-04","poisons/toxins","properly stored"
"FA0001077","2013-09-04","food temperature control","cold hold at 41 degrees or less"
"FA0001077","2013-09-04","toilets/handwashing","soap and drying devices"
"FA0001077","2014-09-09","toilets/handwashing","soap and drying devices"
"FA0001077","2014-09-09","pest control","evidence of insects or rodents"
"FA0001077","2017-03-13","personnel","hygienic practices"
"FA0001077","2017-03-13","food source","wholesome free of spoilage"
"FA0001077","2017-03-13","poisons/toxins","properly stored"
"FA0001077","2017-03-13","food source","cross contamination"
"FA0001077","2017-03-13","food temperature control","cold hold at 41 degrees or less"
"FA0001077","2017-03-13","personnel","hands washed as needed"
"FA0001077","2017-03-13","toilets/handwashing","accessible"
"FA0001077","2017-03-13","personnel","training needed"
"FA0001077","2017-03-13","food temperature control","adequate equipment to maintain food temperatures"
"FA0001077","2017-03-13","toilets/handwashing","soap and drying devices"
"FA0001077","2017-03-13","food temperature control","cooling methods"
"FA0001077","2017-03-13","equipment/utensil cleaning","in place"
"FA0001077","2017-03-13","food temperature control","food thermometer"
"FA0001077","2017-03-13","water/sewage/plumbing","backflow back siphonage"
"FA0001077","2017-03-13","toilets/handwashing","adequate number location design"
"FA0001077","2017-11-22","equipment/utensil cleaning","mechanical"
"FA0001077","2017-11-22","toilets/handwashing","soap and drying devices"
"FA0001077","2017-11-22","personnel","smoking eating drinking"
"FA0001077","2017-11-22","poisons/toxins","properly labeled"
"FA0001084","2013-06-25","food temperature control","cold hold at 41 degrees or less"
"FA0001084","2013-06-25","personnel","training needed"
"FA0001084","2015-10-02","food source","cross contamination"
"FA0001084","2015-10-02","personnel","no bare hand contact"
"FA0001084","2015-10-02","food temperature control","cold hold at 41 degrees or less"
"FA0001084","2015-10-02","food temperature control","rapidly reheat to 165 degrees or greater"
"FA0001084","2015-10-02","food temperature control","adequate equipment to maintain food temperatures"
"FA0001084","2015-10-02","equipment/utensil cleaning","food contact surfaces cleaning"
"FA0001084","2015-10-02","food temperature control","cooling methods"
"FA0001084","2015-10-02","utensils","equipment utensils provided used, stored"
"FA0001084","2015-10-02","personnel","hygienic practices"
"FA0001084","2015-10-02","food labeling/protection","food protected from contamination"
"FA0001084","2015-10-02","poisons/toxins","properly labeled"
"FA0001084","2016-09-01","food temperature control","adequate equipment to maintain food temperatures"
"FA0001084","2018-04-03","food temperature control","adequate equipment to maintain food temperatures"
"FA0001084","2018-04-03","equipment/utensil cleaning","manual"
"FA0001084","2018-04-03","food temperature control","cold hold at 41 degrees or less"
"FA0001084","2018-04-03","water/sewage/plumbing","hot and cold water under pressure"
"FA0001084","2018-04-03","personnel","smoking eating drinking"
"FA0001086","2014-03-17","personnel","training needed"
"FA0001086","2014-03-17","food temperature control","cold hold at 41 degrees or less"
"FA0001086","2014-03-17","personnel","hygienic practices"
"FA0001086","2014-03-17","food source","cross contamination"
"FA0001086","2015-05-27","food labeling/protection","food protected from contamination"
"FA0001086","2015-05-27","personnel","hygienic practices"
"FA0001086","2015-05-27","personnel","training needed"
"FA0001086","2015-05-27","equipment design/contstruction","food-contact surfaces construction"
"FA0001086","2015-05-27","equipment/utensil cleaning","wiping cloths"
"FA0001086","2015-05-27","poisons/toxins","properly labeled"
"FA0001086","2015-05-27","equipment/utensil cleaning","mechanical"
"FA0001086","2017-07-12","food source","cross contamination"
"FA0001086","2017-07-12","food source","wholesome free of spoilage"
"FA0001086","2017-07-12","food temperature control","cold hold at 41 degrees or less"
"FA0001088","2015-07-28","personnel","smoking eating drinking"
"FA0001088","2015-07-28","food temperature control","cold hold at 41 degrees or less"
"FA0001088","2015-07-28","equipment/utensil cleaning","mechanical"
"FA0001088","2015-07-28","toilets/handwashing","accessible"
"FA0001088","2015-07-28","poisons/toxins","properly used"
"FA0001088","2018-08-23","toilets/handwashing","soap and drying devices"
"FA0001088","2018-08-23","food labeling/protection","food protected from contamination"
"FA0001088","2018-08-23","toilets/handwashing","accessible"
"FA0001088","2018-08-23","physical facilities","floors walls ceilings"
"FA0001088","2018-08-23","personnel","hygienic practices"
"FA0001088","2018-08-23","food source","cross contamination"
"FA0001088","2018-08-23","water/sewage/plumbing","hot and cold water under pressure"
"FA0001088","2018-08-23","utensils","single service articles stored dispensed used"
"FA0001088","2019-10-08","toilets/handwashing","adequate handwashing sinks properly supplied and accessible"
"FA0001088","2019-10-08","water/sewage/plumbing","hot & cold water available; adequate pressure"
"FA0001088","2019-10-08","personnel","procedures for responding to vomiting and diarrheal events"
"FA0001088","2019-10-08","food labeling/protection","food separated and protected"
"FA0001090","2014-09-05","toilets/handwashing","soap and drying devices"
"FA0001090","2017-03-30","equipment design/contstruction","non-food contact surfaces construction"
"FA0001090","2018-03-06","food temperature control","cold hold at 41 degrees or less"
"FA0001091","2014-06-27","water/sewage/plumbing","hot and cold water under pressure"
"FA0001091","2017-02-03","food temperature control","cooling methods"
"FA0001094","2013-10-31","water/sewage/plumbing","backflow back siphonage"
"FA0001094","2016-01-11","equipment design/contstruction","non-food contact surfaces construction"
"FA0001094","2016-01-11","water/sewage/plumbing","plumbing installed maintained"
"FA0001094","2016-01-11","equipment/utensil cleaning","food contact surfaces cleaning"
"FA0001094","2016-01-11","toilets/handwashing","soap and drying devices"
"FA0001094","2016-01-11","personnel","hygienic practices"
"FA0001094","2016-01-11","food labeling/protection","food protected from contamination"
"FA0001094","2016-01-11","physical facilities","premises maintained"
"FA0001094","2016-01-11","food temperature control","cold hold at 41 degrees or less"
"FA0001114","2013-12-09","equipment/utensil cleaning","chemical test kits provided accessible"
"FA0001114","2013-12-09","food labeling/protection","food protected from contamination"
"FA0001114","2013-12-09","equipment/utensil cleaning","manual"
"FA0001114","2013-12-09","equipment/utensil cleaning","mechanical"
"FA0001114","2016-04-08","poisons/toxins","properly labeled"
"FA0001114","2016-04-08","physical facilities","floors walls ceilings"
"FA0001114","2016-04-08","utensils","single service articles stored dispensed used"
"FA0001114","2016-04-08","equipment design/contstruction","food-contact surfaces construction"
"FA0001114","2016-04-08","food source","consumer advisory"
"FA0001114","2016-04-08","food labeling/protection","food protected from contamination"
"FA0001114","2016-04-08","utensils","no reuse of single service articles"
"FA0001114","2016-04-08","pest control","pesticide application"
"FA0001114","2018-11-15","personnel","hands washed as needed"
"FA0001114","2018-11-15","poisons/toxins","properly used"
