facilityId,facilityName,concat_address,typeOfFacility,categoryOfFacility,origin_lat,origin_long,google_lat,google_long
FA0003323,RUNZA,1743 MAIN ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.189746, -105.102332,40.1897717,-105.1026674
FA0000616,FRANKS CHOP HOUSE,921 WALNUT ST BOULDER CO USA,RESTAURANT MORE THAN 200 SEATS,FULL SERVICE FULL MENU,40.016235, -105.282759,40.0165533,-105.2828453
FA0004494,ROASTED TOAD BBQ THE,229 HWY 119 NEDERLAND CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,,,39.9631805,-105.5095941
FA0003893,FAIR ISLE COFFEE CO @ LGMT FARM MRKT,237 COLLYER ST Longmont CO USA,SPECIAL EVENT,SPECIAL EVENT,40.163078, -105.098175,40.1630767,-105.0985565
FA0003472,TODS ESPRESSO CAFE,6558 LOOKOUT RD BOULDER CO USA,LIMITED FOOD SERVICE CONVENIENCE OTHER,FAST FOOD LIMITED MENU,40.072805, -105.20104,40.0721707,-105.2008731
FA0003618,CARNICERIA EL CERRITO,936 MAIN ST LONGMONT CO USA,GROCERY STORE 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,40.175326, -105.102459,40.1753769,-105.102119
FA0002790,PALETERIA LA MICHOACANA,2130 N MAIN ST UNIT 1 LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.196791, -105.102409,40.196846,-105.1009613
FA0001363,TIBETS RESTAURANT AND BAR,321 S MCCASLIN BLVD LOUISVILLE CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,39.96672, -105.16353,39.9666052,-105.1639878
FA0000878,UTE CREEK GOLF COURSE,2000 UTE CREEK DR LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.195844, -105.067285,40.1892487,-105.0638812
FA0004983,LEVY IPF 1 (MOBILE),2400 COLORADO AVE BOULDER CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,40.008231, -105.264147,40.0091912,-105.2669142
FA0005140,BOULDER BEEF (MOBILE PRE-PKG),24249 COUNTY RD Lasalle CO USA,MOBILE UNIT PREPACKAGED,PRE PACKAGED,,,40.3202837,-103.6914147
FA0000679,QDOBA MEXICAN GRILL #2030,1625 28TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.015368, -105.258483,40.0153594,-105.2589612
FA0005261,MOUNTAIN VIEW GRILL 2  (MOBILE),101 E BISON HWY Hudson CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,,,40.0780884,-104.6503559
FA0000100,CUPPA HOUSE COFFEE & TEA,1102 FRANCIS ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.177678, -105.116527,40.1779437,-105.1160281
FA0003437,(CU) C4C THE BAKERY,2249 WILLARD LOOP DR UNIT N170 BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.004705, -105.265864,40.0045248,-105.2649229
FA0005083,AREPA JOINT THE (MOBILE),4920 PEARL ST UNIT C&D BOULDER CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,40.025673, -105.238076,40.025388,-105.2377392
FA0003541,WOOD GRAIN BAGELS,2525 ARAPAHOE AVE UNIT E 1A BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.014691, -105.262043,40.0152398,-105.2600413
FA0000024,ABOS PIZZA SOUTH,637 S BROADWAY ST UNIT S BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,39.984339, -105.248924,39.7050752,-104.9875752
FA0001380,BIG DADDY BAGELS,489 N HWY 287 STE 110 LAFAYETTE CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.002189, -105.102991,40.0021108,-105.1040148
FA0001344,GOLDEN SUN,1635 28TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.015597, -105.258477,40.0153921,-105.2592216
FA0001169,SUBWAY,3070 28TH ST UNIT F BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.031035, -105.258424,40.0307571,-105.257608
FA0001247,BLUE CORN TACOS,1515 N MAIN ST UNIT 6 LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.185769, -105.102333,40.1852151,-105.1030732
FA0004603,NIWOT WHEEL WORKS,101 2ND AVE NIWOT CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.103499, -105.172734,40.1032048,-105.17291
FA0000018,DISH GOURMET,1918 PEARL ST STE 100 BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.019899, -105.270213,40.0197052,-105.2701856
FA0002382,JEFES,246 MAIN ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.163628, -105.102518,40.1636193,-105.1021192
FA0001306,LA CHOZA #2,4457 N BROADWAY ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.055463, -105.282115,40.055516,-105.2827313
FA0000200,BOULDER DUSHANBE TEA HOUSE,1770 13TH ST BOULDER CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,40.015593, -105.277767,40.0154468,-105.2772448
FA0000966,SNARFS,5340 ARAPAHOE AVE UNIT J BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.01461, -105.228345,40.0141309,-105.2284171
FA0000027,ARAPAHOE MEAT CO,12420 ARAPAHOE RD LAFAYETTE CO USA,GROCERY STORE W DELI 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,40.014795, -105.061412,40.014688,-105.06203
FA0003002,CHOP 5 SALAD KTICHEN,2525 ARAPAHOE RD UNIT H6 BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.014691, -105.26231,40.0149546,-105.2596866
FA0001149,PINOCCHIOS,300 2ND AVE NIWOT CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.1021, -105.1707,40.10239809999999,-105.1706024
FA0001299,KTS BBQ,7464 ARAPAHOE RD BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.014567, -105.179181,40.0143988,-105.1792848
FA0000057,AUNT ALICES KITCHEN,1805 N MAIN ST LONGMONT CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,40.191008, -105.10234,40.1910351,-105.1030099
FA0000502,LUCILES CREOLE CAFE,518 KIMBARK ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.168199, -105.10119,40.1682067,-105.1008403
FA0004579,BABA & POPS (MOBILE PRE-PKG),9945 E COLFAX AVE Aurora CO USA,MOBILE UNIT PREPACKAGED,PRE PACKAGED,39.740201, -104.872383,39.7403183,-104.8723906
FA0004505,SMOKIN BOWLS,449 MAIN ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.166729, -105.102509,40.1667218,-105.1028957
FA0000287,BOULDER GS,2990 DIAGONAL HWY BOULDER CO USA,GROCERY STORE 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,40.037781, -105.254229,40.0373005,-105.2541246
FA0001319,(CU)  FARRAND ALLEY,2200 BARKER DR BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,,,40.0060088,-105.2657756
FA0004526,TOKYO JOES,15 E KEN PRATT BLVD LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,,,40.1603592,-105.0549504
FA0001273,SCRUMPTIOUS,508 MAIN ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.167824, -105.102507,40.1678203,-105.1023253
FA0000346,LYONS DAIRY BAR,138 E MAIN ST UNIT 1 LYONS CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,,,40.22239560000001,-105.2645581
FA0000665,JAVA STOP,301 MAIN ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.164221, -105.102516,40.1641823,-105.1027359
FA0002421,EGGLOO DELIGHTS (SPECIAL EVENT),1515 MAIN ST LONGMONT CO USA,SPECIAL EVENT,SPECIAL EVENT,40.185769, -105.102333,40.18535079999999,-105.103147
FA0000731,COSMOS PIZZA,659 3OTH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,,,39.9988213,-105.2537345
FA0002869,PANDA EXPRESS #1635,2100 28TH ST UNIT 1-A BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.023577, -105.258313,40.02392589999999,-105.2574575
FA0000476,LUCILES CREOLE CAFE,2124 14TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.020019, -105.277922,40.0200908,-105.2776533
FA0003850,GOAT AT THE GARAGE THE,2907 55TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.028116, -105.225354,40.027848,-105.2267007
FA0000666,JAX FISH HOUSE,928 PEARL ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.017202, -105.283305,40.0170094,-105.2831766
FA0002979,LA PUPUSA LOCA (MOBILE),637 S BROADWAY ST UNIT G1 Boulder CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,39.984339, -105.248924,39.7050752,-104.9875752
FA0004967,LA FAMILIA (MOBILE),4920 PEARL ST UNIT C/D Boulder CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,40.025673, -105.238076,40.025388,-105.2377392
FA0001266,FRASIER MEADOWS MANOR KITCHEN,350 PONCA PL BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,RESIDENTIAL FACILITIES,39.994156, -105.235084,39.99422,-105.2341427
FA0003410,LUCKY PIE PIZZA,637 FRONT ST LOUISVILLE CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,39.976525, -105.130783,39.9765788,-105.1311641
FA0000442,HOMEWOOD SUITES BOULDER,4950 BASELINE RD BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.000015, -105.232703,39.9973834,-105.2326884
FA0005285,GREAT OUTDOORS WATER PARK THE,500 S BOULDER RD Lafayette CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,39.986785, -105.082785,39.9863975,-105.0846261
FA0000521,MEEKER PARK LODGE,11733 COLO  7 HWY ALLENSPARK CO USA,GROCERY STORE 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,,,40.2356189,-105.5297838
FA0000654,CASA ALEGRE,1006 PINE ST LOUISVILLE CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,39.976845, -105.130373,39.9767355,-105.1303268
FA0004972,COMMUNITY CUPBOARD FOOD BANK,14863 W HWY 7 ALLENSPARK CO USA,NO FEE LICENSE K12 SCHOOLS NON PROFIT,FOOD BANK,40.196204, -105.527436,40.19648660000001,-105.5271916
FA0001261,ROCK CREEK TAVERN & PIZZERIA,6 SKI RD ALLENSPARK CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.194528, -105.525328,40.1946126,-105.5256342
FA0004497,CHINA GOURMET - LONGMONT,1345 DRY CREEK DR LONGMONT CO USA,RESTAURANT 101 TO 200 SEATS,FULL MENU LIMITED SERVICE,40.142685, -105.133979,40.1424332,-105.1345298
FA0001251,BLACK CAT,1964 13TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.017825, -105.278567,40.0178929,-105.2784009
FA0005450,LA BARRA DEL SAZON (MOBILE),2350 N MAIN ST Longmont CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,40.201287, -105.102384,40.2013638,-105.101731
FA0003837,CAFE MEXICALI,2850 BASELINE RD UNIT C BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.000046, -105.256081,39.9998179,-105.2560976
FA0000943,RINCON DEL SOL,2350 ARAPAHOE AVE BOULDER CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,40.014615, -105.263882,40.014385,-105.2635761
FA0002315,JAIPUR INDIAN RESTAURANT,1800 BROADWAY ST UNIT 160 BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.01639, -105.279448,40.0167633,-105.279051
FA0000724,LUCKYS CAFE,3980 BROADWAY ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.047525, -105.282086,40.047736,-105.280695
FA0005003,COMMUNITY,206 S PUBLIC RD LAFAYETTE CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,39.996628, -105.090451,39.996652,-105.090221
FA0002506,ROSARIOS RESTAURANT,625 KEN PRATT BLVD LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.152357, -105.103903,40.15168980000001,-105.1040145
FA0002718,JAMBA JUICE @ UMC (CU),1669 EUCLID AVE UMC 154 BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.005924, -105.271062,40.006295,-105.2719745
FA0000798,WATERLOO THE,817 MAIN ST LOUISVILLE CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,39.978184, -105.132143,39.9781583,-105.1324512
FA0000467,MOJO TAQUERIA,2785 IRIS AVE BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.036464, -105.259289,40.037234,-105.258958
FA0004847,TERIYAKI MADNESS 208,1232 S HOVER ST UNIT C100 LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.145147, -105.13073,40.1473207,-105.1289563
FA0003739,JUNGLE,2018 10TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.017624, -105.282702,40.01779570000001,-105.2825984
FA0001138,LAS PALMERAS RESTAURANT,199 S MAIN ST LONGMONT CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,40.155273, -105.10255,40.1550759,-105.1030099
FA0000630,FLATIRON COFFEE,2721 ARAPAHOE AVE BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.014694, -105.259345,40.015,-105.2591928
FA0002345,QDOBA MEXICAN EATS #2186,2301 CLOVER BASIN DR LONGMONT CO USA,RESTAURANT 101 TO 200 SEATS,FULL MENU LIMITED SERVICE,40.144107, -105.132586,40.1436962,-105.1319486
FA0005025,FRESH THYMES MARKETPLACE,2690 28TH ST UNIT F BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.027017, -105.258403,40.0270674,-105.2575251
FA0003809,TRES REYNAS,2690 28TH ST UNIT G BOULDER CO USA,GROCERY STORE 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,40.027017, -105.258403,40.0270353,-105.2575883
FA0001283,GABEE COFFEE,3040 28TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.03008, -105.25841,40.0299891,-105.2579121
FA0000848,RUSTY MELON THE,6525 GUNPARK DR UNIT 380 BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.070008, -105.201443,40.0702236,-105.2007782
FA0004885,PARRYS PIZZA VI,1232 S HOVER ST UNIT A100 LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.145147, -105.13073,40.1473207,-105.1289563
FA0001278,GAIA CAFE,833 W SOUTH BOULDER RD BLDG G LOUISVILLE CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,39.986916, -105.15858,39.9876442,-105.1567344
FA0000942,UBON THAI CUISINE,155 HWY 119 E NEDERLAND CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,,,39.964973,-105.503948
FA0001595,PANDA EXPRESS #2313 (CU),1669 EUCLID AVE UNIT 179 BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.005924, -105.271062,40.0065706,-105.2717488
FA0002657,NATIVE FOODS CAFE,1675 29TH ST UNIT 1272 BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.015386, -105.256062,40.0164918,-105.256509
FA0001493,BOULDER PHO,2855 28TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.028205, -105.258399,40.0280832,-105.2592832
FA0003319,LITTLE CAESARS,1020 KEN PRATT BLVD LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.152326, -105.110301,40.153007,-105.1094505
FA0000110,BURGER KING #4690,2020 KEN PRATT BLVD LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.144177, -105.127007,40.1445969,-105.1272432
FA0002592,RED FROG COFFEE,15 KEN PRATT BLVD LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.152351, -105.093599,40.1519236,-105.0937835
FA0003376,DOLLAR TREE #4357,210 KEN PRATT BLVD LONGMONT CO USA,GROCERY STORE 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,40.152544, -105.096644,40.1538085,-105.0993102
FA0003267,MODMARKET,1600 28TH ST UNIT 1212 BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.018321, -105.258281,40.0157307,-105.2579097
FA0000808,SUBWAY #17932 @ UMC  (CU),1669 EUCLID AVE BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.005924, -105.271062,40.0065706,-105.2717488
FA0004908,AFC SUSHI @ SAFEWAY #2919,4800 E BASELINE RD BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.000017, -105.234005,40.0001973,-105.040687
FA0002311,RUSH,1207 13TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.008705, -105.276221,40.0088837,-105.2763482
FA0002874,ZOE MA MA,2010 10TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.017599, -105.282693,40.017612,-105.2825531
FA0000112,BURGER KING 7062,5320 SPINE RD BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.071253, -105.202144,40.0712081,-105.2016325
FA0004554,COLORADO CHAUTAUQUA ASSOCIATION,900 BASELINE RD BOULDER CO USA,LIMITED FOOD SERVICE CONVENIENCE OTHER,FAST FOOD LIMITED MENU,40.000068, -105.28138,40.000023,-105.2819456
FA0003365,BARKING DOG CAFE,431 MAIN ST LYONS CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.224674, -105.270659,40.2245169,-105.2706624
FA0005127,PASSPORT FOOD TRUCK,555 30TH ST BOULDER CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,39.997772, -105.253004,39.9983767,-105.2539852
FA0000124,ASTRO COFFEE BAR,2052 BROADWAY ST BOULDER CO USA,LIMITED FOOD SERVICE CONVENIENCE OTHER,FAST FOOD LIMITED MENU,40.018603, -105.28023,40.0185643,-105.2800076
FA0001182,CHINA 88,1600 HOVER ST UNIT C2 LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.187007, -105.130921,40.1874008,-105.1294251
FA0000714,PIZZA COLORE,1336 PEARL ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.018358, -105.277797,40.0181034,-105.2777314
FA0002162,DELI ZONE,5365 SPINE RD UNIT A BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.07177, -105.202152,40.0718154,-105.2027984
FA0005347,EATS & SWEETS (MOBILE),401 S PUBLIC RD Lafayette CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,39.994999, -105.09046,39.9949449,-105.0906777
FA0002651,CURRY N KEBOB,3050 28TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.03008, -105.25841,40.0301285,-105.2578785
FA0004837,BOULDER DEPOT ROADHOUSE THE,2366 JUNCTION PL BOULDER CO USA,RESTAURANT MORE THAN 200 SEATS,FULL SERVICE FULL MENU,,,40.0249157,-105.2510914
FA0001355,DELI ZONE,4800 BASELINE RD UNIT D104 BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.000017, -105.234005,39.9986036,-105.2346008
FA0001514,NOODLES AND COMPANY #125,1087 S HOVER RD UNIT D LONGMONT CO USA,RESTAURANT 101 TO 200 SEATS,FAST FOOD LIMITED MENU,40.147641, -105.130866,40.1472872,-105.1314164
FA0004651,VFW POST 1771,110 E SOUTH BOULDER RD LAFAYETTE CO USA,LIMITED FOOD SERVICE CONVENIENCE OTHER,BARS FRATERNAL ORGANIZATIONS,39.98687, -105.089541,39.9864999,-105.0894674
FA0005372,THERE WITH CARE (PANTRY),2825 WILDERNESS PL UNIT 100 Boulder CO USA,NO FEE LICENSE K12 SCHOOLS NON PROFIT,FOOD BANK,40.025919, -105.248834,40.0256766,-105.2492018
FA0003265,BIG DADDY BAGELS,1940 IONOSPHERE ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.135636, -105.103531,40.1355777,-105.1031926
FA0004769,OASIS,1450 N MAIN ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.184675, -105.102339,40.1847151,-105.1020507
FA0000633,PEACEFUL MEADOW  RETREAT,7075 VALMONT DR BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,,,40.0368638,-105.1895442
FA0004641,NOODLES & COMPANY #168,534 W SOUTH BOULDER RD UNIT A LAFAYETTE CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,39.986901, -105.096467,39.9866766,-105.0974375
FA0003891,WHEEL & WHISK THE (MOBILE),5706 N ARAPAHOE AVE Boulder CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,40.014574, -105.220496,40.0114098,-105.2206426
FA0000365,TACO STAR,2020 N MAIN ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.194353, -105.102369,40.1945031,-105.1018338
FA0004736,FLAVOR OF INDIA,370 MAIN ST LONGMONT CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,40.165278, -105.102515,40.1652733,-105.1020279
FA0000515,MEADOW MOUNTAIN CAFE,441 BUSINESS ROUTE 7 ALLENSPARK CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,,,40.1869328,-105.4860398
FA0000973,VICS AGAIN,3305 30TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.035316, -105.253684,40.0353245,-105.25469
FA0000458,LA PANDA II,1118 N MAIN ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.178598, -105.102426,40.1784725,-105.1020189
FA0000818,MR SAKE SUSHI & GRILL,1387 E SOUTH BOULDER RD UNIT G LOUISVILLE CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,39.986966, -105.123423,39.98737089999999,-105.1234743
FA0000080,TRADER JOES,1906 28TH ST BOULDER CO USA,GROCERY STORE 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,40.021133, -105.258324,40.0202684,-105.2578411
FA0003784,TINGS PLACE,1265 S PUBLIC RD LAFAYETTE CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,39.988151, -105.090517,39.988132,-105.0909061
FA0001055,STARBUCKS COFFEE 246,3033 ARAPAHOE RD BOULDER CO USA,LIMITED FOOD SERVICE CONVENIENCE OTHER,FAST FOOD LIMITED MENU,,,40.0148045,-105.213055
FA0005101,CHOCOLATERIE STAM,103 N PUBLIC RD UNIT B LAFAYETTE CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,39.998475, -105.090455,39.9983946,-105.0906777
FA0000779,SAFEWAY STORE 1656,1601 COALTON RD SUPERIOR CO USA,GROCERY STORE W DELI MORE THAN 15000 SQ FT,GROCERY FINISHED FOODS,39.928961, -105.148892,39.929661,-105.1489214
FA0002502,WALMART #5370,2514 MAIN ST LONGMONT CO USA,GROCERY STORE W DELI MORE THAN 15000 SQ FT,GROCERY FINISHED FOODS,40.20433, -105.102445,40.2051158,-105.098488
FA0002505,SUBWAY 38902 AT SUPER WALMART,2514 N MAIN ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.20433, -105.102445,40.2051158,-105.098488
FA0000751,PRESS PLAY,1005 PEARL ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,BARS FRATERNAL ORGANIZATIONS,40.017365, -105.282549,40.0175331,-105.2824077
FA0002863,HISSHO SUSHI #312 (INSIDE SPROUTS),2525 ARAPAHOE AVE BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.014691, -105.262043,40.0152398,-105.2600413
FA0000599,OSKAR BLUES,303 MAIN ST LYONS CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,40.224637, -105.268882,40.2242961,-105.2685792
FA0000396,GOOD EATS GRILL,1114 FRANCIS ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.1779, -105.11653,40.1783867,-105.1158826
FA0000193,QUALITY INN,1196 W DILLON RD LOUISVILLE CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,39.961995, -105.167711,39.96130170000001,-105.1678674
FA0000109,BURGER KING 414,1770 28TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.018614, -105.258283,40.0186492,-105.257652
FA0001272,KHOW THAI CAFE,1600 BROADWAY ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.013008, -105.27826,40.0130829,-105.2780477
FA0005345,HOLY CREPE (MOBILE),1650 BROADWAY ST Boulder CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,40.013895, -105.278603,40.0139508,-105.2782063
FA0005301,IL PORCELLINO SALUMI @ LGMT FARM MRKT PRE-PKG,4324 W 41ST AVE Denver CO USA,MOBILE UNIT PREPACKAGED,PRE PACKAGED,39.772487, -105.043487,39.7724018,-105.0435392
FA0002492,KALITA GRILL,2426 ARAPAHOE AVE BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.014555, -105.262703,40.0137967,-105.2627051
