facility_name_plus,violations
BOULDER - TUNE UP AT FULL CYCLE - 2355 30TH ST,2014-04-11 - water/sewage/plumbing - backflow back siphonage_2017-03-24 - water/sewage/plumbing - hot and cold water under pressure_2017-03-24 - water/sewage/plumbing - plumbing installed maintained_
BOULDER - TWISTED PINE BREWING COMPANY - 3201 WALNUT ST UNIT A,2014-03-12 - pest control - pesticide application_2015-07-14 - food temperature control - adequate equipment to maintain food temperatures_2015-07-14 - toilets/handwashing - soap and drying devices_2015-07-14 - food temperature control - cold hold at 41 degrees or less_2017-03-28 - food labeling/protection - food protected from contamination_2017-03-28 - food labeling/protection - original container properly labeled_2017-03-28 - equipment/utensil cleaning - food contact surfaces cleaning_2017-03-28 - personnel - no bare hand contact_2017-03-28 - toilets/handwashing - soap and drying devices_2017-03-28 - personnel - hygienic practices_
BOULDER - TWO HANDS MOBILE KITCHEN - 5701 N ARAPAHOE AVE,"2015-08-03 - food temperature control - cold hold at 41 degrees or less_2015-08-03 - personnel - hands washed as needed_2015-08-03 - food temperature control - adequate equipment to maintain food temperatures_2015-08-03 - water/sewage/plumbing - hot and cold water under pressure_2016-04-15 - equipment/utensil cleaning - wiping cloths_2016-04-15 - equipment/utensil cleaning - chemical test kits provided accessible_2016-04-15 - food source - cross contamination_2017-10-06 - food labeling/protection - food protected from contamination_2017-10-06 - personnel - hygienic practices_2017-10-06 - equipment/utensil cleaning - manual_2019-11-18 - poisons/toxins - toxic substances properly identified, stored & used_2019-11-18 - food temperature control - proper cold holding temperatures_2019-11-18 - personnel - no bare hand contact with rte food or a pre-approved alternative procedure properly allowed_2019-11-18 - water/sewage/plumbing - hot & cold water available; adequate pressure_2019-11-18 - food source - consumer advisory provided for raw/undercooked food_"
BOULDER - UCAR - 1850 TABLE MESA DR,2013-11-12 - personnel - smoking eating drinking_2013-11-12 - water/sewage/plumbing - hot and cold water under pressure_2016-02-19 - personnel - hygienic practices_2016-02-19 - physical facilities - floors walls ceilings_2016-02-19 - poisons/toxins - properly used_2016-02-19 - poisons/toxins - properly labeled_
BOULDER - UCAR - 3080 CENTER GREEN DR,2016-11-01 - food temperature control - hot hold at 135 degrees farenheit or greater_2016-11-01 - personnel - hands washed as needed_2016-11-01 - food source - wholesome free of spoilage_
BOULDER - UNDER THE SUN EATERY & TAPHOUSE - 627 S BROADWAY ST UNIT A,2014-04-15 - equipment/utensil cleaning - mechanical_2014-04-15 - water/sewage/plumbing - backflow back siphonage_2016-07-27 - personnel - hands washed as needed_2016-07-27 - toilets/handwashing - soap and drying devices_2016-07-27 - water/sewage/plumbing - backflow back siphonage_2019-07-30 - food source - consumer advisory provided for raw/undercooked food_
BOULDER - VERDE - 3070 28TH ST UNIT B,2014-12-05 - equipment/utensil cleaning - wiping cloths_2014-12-05 - water/sewage/plumbing - plumbing installed maintained_2014-12-05 - personnel - training needed_2014-12-05 - toilets/handwashing - soap and drying devices_2014-12-05 - equipment design/contstruction - non-food contact surfaces construction_2014-12-05 - water/sewage/plumbing - backflow back siphonage_2014-12-05 - personnel - hands washed as needed_2014-12-05 - personnel - hygienic practices_2014-12-05 - food temperature control - cold hold at 41 degrees or less_2014-12-05 - personnel - no bare hand contact_2014-12-05 - personnel - smoking eating drinking_2014-12-05 - poisons/toxins - properly labeled_2014-12-05 - food source - wholesome free of spoilage_2014-12-05 - physical facilities - floors walls ceilings_2015-06-12 - toilets/handwashing - soap and drying devices_2015-06-12 - poisons/toxins - properly labeled_2015-06-12 - personnel - hands washed as needed_2015-06-12 - equipment/utensil cleaning - mechanical_2015-06-12 - food source - cross contamination_2015-06-12 - food temperature control - cold hold at 41 degrees or less_2015-06-12 - food source - consumer advisory_2016-03-15 - food temperature control - rapidly reheat to 165 degrees or greater_2016-03-15 - food temperature control - cold hold at 41 degrees or less_2016-03-15 - poisons/toxins - properly labeled_2016-03-15 - food temperature control - food thermometer_2016-03-15 - toilets/handwashing - adequate number location design_2016-03-15 - water/sewage/plumbing - backflow back siphonage_2016-06-28 - poisons/toxins - properly stored_2016-06-28 - personnel - smoking eating drinking_
BOULDER - VICS AGAIN - 3305 30TH ST,"2013-06-24 - poisons/toxins - properly labeled_2013-06-24 - toilets/handwashing - soap and drying devices_2013-06-24 - personnel - training needed_2013-06-24 - personnel - hygienic practices_2015-02-05 - equipment/utensil cleaning - in place_2016-12-08 - food temperature control - refrigeration units with accurate thermometers_2016-12-08 - equipment/utensil cleaning - wiping cloths_2016-12-08 - toilets/handwashing - accessible_2016-12-08 - physical facilities - floors walls ceilings_2016-12-08 - equipment/utensil cleaning - chemical test kits provided accessible_2019-01-28 - equipment/utensil cleaning - warewashing facilities: installed, maintained, & used; test strips_2019-01-28 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_2019-01-28 - personnel - procedures for responding to vomiting and diarrheal events_2019-01-28 - poisons/toxins - toxic substances properly identified, stored & used_2019-01-28 - personnel - certified food protection manager_"
BOULDER - VILLAGE COFFEE SHOP - 1605 FOLSOM ST,2013-10-25 - food source - consumer advisory_2013-10-25 - water/sewage/plumbing - plumbing installed maintained_2013-10-25 - food labeling/protection - food protected from contamination_2013-10-25 - equipment/utensil cleaning - mechanical_2013-10-25 - personnel - smoking eating drinking_2016-03-03 - food temperature control - cold hold at 41 degrees or less_2018-06-21 - toilets/handwashing - accessible_2018-06-21 - food temperature control - cold hold at 41 degrees or less_
BOULDER - VINA PHO AND GRILL - 1630 30TH ST UNIT B,"2013-12-05 - water/sewage/plumbing - hot and cold water under pressure_2013-12-05 - toilets/handwashing - soap and drying devices_2013-12-05 - personnel - smoking eating drinking_2013-12-05 - food temperature control - cold hold at 41 degrees or less_2013-12-05 - utensils - equipment utensils provided used, stored_2013-12-05 - food labeling/protection - food protected from contamination_2016-02-26 - food source - cross contamination_2017-07-18 - food temperature control - cooling methods_2017-07-18 - food temperature control - cold hold at 41 degrees or less_2017-07-18 - personnel - hands washed as needed_2017-07-18 - personnel - hygienic practices_"
BOULDER - VITALITY BOWLS - 2525 ARAPAHOE AVE UNIT A3,2016-07-18 - personnel - smoking eating drinking_2018-10-26 - water/sewage/plumbing - backflow back siphonage_2018-10-26 - food source - cross contamination_2018-10-26 - poisons/toxins - properly labeled_
BOULDER - WAFFLE LAB THE - 1155 13TH ST,2014-10-31 - equipment/utensil cleaning - wiping cloths_2014-10-31 - poisons/toxins - properly labeled_2014-10-31 - toilets/handwashing - soap and drying devices_2014-10-31 - personnel - hygienic practices_2014-10-31 - personnel - smoking eating drinking_2018-02-01 - food labeling/protection - food protected from contamination_2018-02-01 - poisons/toxins - properly stored_2018-02-01 - toilets/handwashing - soap and drying devices_
BOULDER - WAHOOS FISH TACO - 2790 PEARL ST UNIT A,2013-07-18 - food temperature control - cold hold at 41 degrees or less_2016-03-02 - equipment/utensil cleaning - mechanical_2016-03-02 - personnel - hygienic practices_2016-03-02 - personnel - hands washed as needed_2016-03-02 - water/sewage/plumbing - backflow back siphonage_2018-01-18 - personnel - hygienic practices_2018-01-18 - food temperature control - cold hold at 41 degrees or less_2018-01-18 - food temperature control - cooling methods_2018-05-08 - water/sewage/plumbing - hot and cold water under pressure_2018-05-08 - personnel - hands washed as needed_2018-05-08 - food temperature control - cold hold at 41 degrees or less_
BOULDER - WAPOS - 4929 N BROADWAY ST UNIT A,"2016-03-09 - poisons/toxins - properly stored_2016-03-09 - personnel - hands washed as needed_2016-03-09 - food temperature control - cooling methods_2016-03-09 - food temperature control - cold hold at 41 degrees or less_2016-03-09 - personnel - hygienic practices_2017-12-12 - food temperature control - cold hold at 41 degrees or less_2017-12-12 - food source - cross contamination_2019-08-07 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_2019-08-07 - food temperature control - proper cold holding temperatures_2019-08-07 - poisons/toxins - toxic substances properly identified, stored & used_2019-08-07 - food source - consumer advisory provided for raw/undercooked food_2019-08-07 - food temperature control - proper cooling time and temperature_"
BOULDER - WENDYS 11318 - 2420 BASELINE RD,2013-09-20 - toilets/handwashing - soap and drying devices_2015-09-21 - water/sewage/plumbing - plumbing installed maintained_2017-03-15 - personnel - hands washed as needed_
BOULDER - WENDYS 4787 - 5350 ARAPAHOE AVE,2016-05-23 - personnel - hygienic practices_2017-03-02 - personnel - hygienic practices_2017-03-02 - personnel - hands washed as needed_2017-04-07 - personnel - smoking eating drinking_2017-04-07 - food temperature control - cold hold at 41 degrees or less_2017-04-07 - physical facilities - floors walls ceilings_2017-04-07 - personnel - hands washed as needed_
BOULDER - WEST END TAVERN - 926 PEARL ST,2013-03-14 - toilets/handwashing - adequate number location design_2013-03-14 - personnel - no bare hand contact_2013-03-14 - equipment/utensil cleaning - mechanical_2013-03-14 - water/sewage/plumbing - backflow back siphonage_2013-03-14 - personnel - hygienic practices_2014-12-04 - personnel - hygienic practices_2016-08-24 - food temperature control - cold hold at 41 degrees or less_2016-08-24 - personnel - hands washed as needed_2016-08-24 - food temperature control - cooling methods_2016-08-24 - water/sewage/plumbing - backflow back siphonage_2016-08-24 - personnel - no bare hand contact_2018-08-01 - personnel - smoking eating drinking_2018-08-01 - personnel - hands washed as needed_2018-08-01 - food temperature control - cooling methods_2018-08-01 - personnel - no bare hand contact_2018-08-01 - food temperature control - cold hold at 41 degrees or less_
BOULDER - WHEEL & WHISK THE (MOBILE) - 5706 N ARAPAHOE AVE,"2016-08-24 - toilets/handwashing - soap and drying devices_2019-07-09 - personnel - proper eating, tasting, drinking, or tobacco use_2019-07-09 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_2019-07-09 - personnel - hands clean & properly washed_2019-07-09 - personnel - certified food protection manager_"
BOULDER - WHOLE SOL BLEND BAR - 1420 PEARL ST,2019-12-12 - physical facilities - adequate ventilation & lighting; designated areas used_2019-12-12 - personnel - procedures for responding to vomiting and diarrheal events_2019-12-12 - food temperature control - proper cooling methods used; adequate equipment for temperature control_2019-12-12 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_
BOULDER - WOK TO FLATIRONS DELI - 2100 CENTRAL AVE UNIT 101,2013-12-18 - food temperature control - cold hold at 41 degrees or less_2013-12-18 - food temperature control - adequate equipment to maintain food temperatures_2013-12-18 - food source - wholesome free of spoilage_
BOULDER - WONDER PRESS - 946 PEARL ST,2014-03-19 - water/sewage/plumbing - backflow back siphonage_2015-08-11 - physical facilities - floors walls ceilings_2017-04-04 - toilets/handwashing - soap and drying devices_2019-09-10 - equipment/utensil cleaning - food contact surfaces; cleaned & sanitized_
BOULDER - WONDER PRESS COMMISSARY - 5461 Western AVE UNIT D,2016-11-28 - physical facilities - floors walls ceilings_2016-11-28 - food source - cross contamination_2016-11-28 - equipment design/contstruction - food-contact surfaces construction_2016-11-28 - physical facilities - ventilation_2016-11-28 - equipment/utensil cleaning - chemical test kits provided accessible_
BOULDER - WOOD GRAIN BAGELS - 2525 ARAPAHOE AVE UNIT E 1A,"2013-11-08 - personnel - hands washed as needed_2016-03-18 - water/sewage/plumbing - backflow back siphonage_2016-03-18 - food temperature control - cold hold at 41 degrees or less_2016-03-18 - poisons/toxins - properly labeled_2016-03-18 - food source - cross contamination_2016-03-18 - personnel - smoking eating drinking_2017-04-10 - personnel - no bare hand contact_2017-04-10 - equipment/utensil cleaning - food contact surfaces cleaning_2017-04-10 - equipment/utensil cleaning - wiping cloths_2017-04-10 - toilets/handwashing - accessible_2017-04-10 - food labeling/protection - food protected from contamination_2017-04-10 - water/sewage/plumbing - hot and cold water under pressure_2017-04-10 - food source - consumer advisory_2019-10-17 - water/sewage/plumbing - plumbing installed; proper backflow devices_2019-10-17 - personnel - hands clean & properly washed_2019-10-17 - personnel - no bare hand contact with rte food or a pre-approved alternative procedure properly allowed_2019-10-17 - food source - contamination prevented during food preparation, storage & display_2019-10-17 - food labeling/protection - food separated and protected_2019-10-17 - pest control - contamination prevented during food preparation, storage & display_2019-10-17 - equipment/utensil cleaning - wiping cloths; properly used & stored_2019-10-17 - food source - consumer advisory provided for raw/undercooked food_2019-10-17 - personnel - certified food protection manager_2019-10-17 - personnel - procedures for responding to vomiting and diarrheal events_2019-10-17 - poisons/toxins - toxic substances properly identified, stored & used_"
BOULDER - YELLOW DELI THE - 908 W PEARL ST,2014-04-30 - personnel - hygienic practices_2014-04-30 - personnel - smoking eating drinking_2015-08-11 - personnel - training needed_2017-03-09 - poisons/toxins - properly used_
BOULDER - YELLOWBELLY - 2525 ARAPAHOE AVE UNIT E-1B,2013-11-25 - personnel - hygienic practices_2013-11-25 - food temperature control - cold hold at 41 degrees or less_2013-11-25 - poisons/toxins - properly labeled_2013-11-25 - equipment/utensil cleaning - chemical test kits provided accessible_2016-04-13 - personnel - smoking eating drinking_2016-04-13 - personnel - hands washed as needed_2016-04-13 - food temperature control - cold hold at 41 degrees or less_2019-02-25 - food labeling/protection - food separated and protected_2019-02-25 - food source - proper date marking and disposition_2019-02-25 - water/sewage/plumbing - plumbing installed; proper backflow devices_2019-02-25 - personnel - certified food protection manager_2019-02-25 - personnel - procedures for responding to vomiting and diarrheal events_
BOULDER - YOU AND MEE NOODLE HOUSE - 2850 IRIS AVE UNIT D,2014-04-10 - food temperature control - hot hold at 135 degrees farenheit or greater_2014-04-10 - food temperature control - cold hold at 41 degrees or less_2015-07-15 - toilets/handwashing - soap and drying devices_2015-07-15 - food labeling/protection - food protected from contamination_2015-07-15 - personnel - hygienic practices_2015-07-15 - personnel - hands washed as needed_2015-07-15 - equipment/utensil cleaning - wiping cloths_2015-07-15 - poisons/toxins - properly stored_
BOULDER - YURIHANA - 6525 GUNPARK DR UNIT 330,"2013-12-03 - food labeling/protection - food protected from contamination_2013-12-03 - personnel - hygienic practices_2013-12-03 - food temperature control - cold hold at 41 degrees or less_2013-12-03 - utensils - equipment utensils provided used, stored_2016-04-06 - food source - cross contamination_2016-04-06 - personnel - smoking eating drinking_2016-04-06 - personnel - no bare hand contact_2016-04-06 - toilets/handwashing - soap and drying devices_2016-04-06 - water/sewage/plumbing - backflow back siphonage_2016-04-06 - pest control - pesticide application_2016-04-06 - personnel - hygienic practices_2016-04-06 - food source - wholesome free of spoilage_2016-04-06 - toilets/handwashing - accessible_2016-04-06 - food temperature control - cold hold at 41 degrees or less_2017-05-30 - personnel - hands washed as needed_2017-05-30 - water/sewage/plumbing - hot and cold water under pressure_2017-05-30 - food labeling/protection - food protected from contamination_2017-05-30 - food temperature control - cold hold at 41 degrees or less_2017-05-30 - food source - wholesome free of spoilage_2017-05-30 - food temperature control - food thermometer_2017-05-30 - utensils - equipment utensils provided used, stored_2017-05-30 - toilets/handwashing - soap and drying devices_2017-05-30 - equipment/utensil cleaning - manual_2017-05-30 - toilets/handwashing - accessible_2017-05-30 - equipment/utensil cleaning - wiping cloths_2017-05-30 - food source - cross contamination_2018-07-20 - food source - cross contamination_2018-07-20 - food temperature control - cold hold at 41 degrees or less_2018-07-20 - personnel - hygienic practices_2018-07-20 - personnel - smoking eating drinking_"
BOULDER - ZEAL CART (MOBILE) - 3101 PEARL PKWY,2013-10-14 - toilets/handwashing - soap and drying devices_2013-10-14 - equipment/utensil cleaning - chemical test kits provided accessible_2016-04-02 - food temperature control - food thermometer_2016-04-02 - food source - consumer advisory_2017-04-15 - toilets/handwashing - soap and drying devices_2017-06-14 - water/sewage/plumbing - hot and cold water under pressure_2018-04-14 - personnel - hands washed as needed_2018-04-14 - personnel - no bare hand contact_2018-04-14 - personnel - smoking eating drinking_2018-04-14 - toilets/handwashing - adequate number location design_
BOULDER - ZODIAC SUBS - 2359 ARAPAHOE AVE UNIT A,2013-08-09 - equipment/utensil cleaning - manual_2013-08-09 - food temperature control - cold hold at 41 degrees or less_2013-08-09 - toilets/handwashing - soap and drying devices_2013-08-09 - physical facilities - floors walls ceilings_
BOULDER - ZOE MA MA - 2010 10TH ST,2014-06-02 - food labeling/protection - food protected from contamination_2014-06-02 - food temperature control - cold hold at 41 degrees or less_2014-06-02 - equipment/utensil cleaning - mechanical_2016-06-14 - equipment/utensil cleaning - mechanical_2016-06-14 - toilets/handwashing - soap and drying devices_2016-06-14 - food source - cross contamination_2016-09-14 - poisons/toxins - properly stored_2016-09-14 - food source - cross contamination_2016-09-14 - pest control - evidence of insects or rodents_2016-09-14 - toilets/handwashing - soap and drying devices_2016-09-14 - personnel - smoking eating drinking_2017-04-04 - personnel - smoking eating drinking_2017-04-04 - food temperature control - cold hold at 41 degrees or less_2017-04-04 - poisons/toxins - properly labeled_
ERIE - AFC SUSHI (INSIDE SAFEWAY #1667) - 3333 ARAPAHOE RD,2015-09-03 - physical facilities - floors walls ceilings_2015-09-03 - equipment/utensil cleaning - chemical test kits provided accessible_2015-09-03 - personnel - hygienic practices_2015-09-03 - food temperature control - cooling methods_
ERIE - DAIRY QUEEN - 3335 ARAPAHOE RD,2013-12-30 - water/sewage/plumbing - backflow back siphonage_2015-01-06 - food labeling/protection - food protected from contamination_2018-05-04 - poisons/toxins - properly stored_
ERIE - PAPA MURPHYS PIZZA - 3331 ARAPAHOE RD,2013-12-30 - personnel - smoking eating drinking_2013-12-30 - water/sewage/plumbing - backflow back siphonage_2013-12-30 - food temperature control - cold hold at 41 degrees or less_2015-01-06 - toilets/handwashing - soap and drying devices_2015-01-06 - personnel - smoking eating drinking_2018-05-04 - food temperature control - adequate equipment to maintain food temperatures_2018-05-04 - toilets/handwashing - soap and drying devices_2018-05-04 - water/sewage/plumbing - hot and cold water under pressure_2018-05-04 - food temperature control - cold hold at 41 degrees or less_
ERIE - STARBUCKS COFFEE 13426 - 3336 ARAPAHOE AVE,2015-12-02 - water/sewage/plumbing - plumbing installed maintained_2017-05-03 - physical facilities - floors walls ceilings_
ERIE - SUBWAY ERIE - 3335 ARAPAHOE RD UNIT 50,2013-12-30 - personnel - training needed_2013-12-30 - water/sewage/plumbing - hot and cold water under pressure_2013-12-30 - personnel - smoking eating drinking_2013-12-30 - personnel - hands washed as needed_2014-02-19 - physical facilities - floors walls ceilings_2014-02-19 - physical facilities - lighting_2014-02-19 - water/sewage/plumbing - hot and cold water under pressure_2016-06-15 - physical facilities - premises maintained_2018-05-04 - water/sewage/plumbing - hot and cold water under pressure_2018-05-04 - personnel - smoking eating drinking_
ERIE - TACOS EL REY #2 - 3336 ARAPAHOE RD UNIT D,"2013-12-30 - equipment/utensil cleaning - manual_2013-12-30 - food temperature control - cold hold at 41 degrees or less_2017-08-25 - food temperature control - cold hold at 41 degrees or less_2017-08-25 - physical facilities - floors walls ceilings_2019-10-16 - personnel - certified food protection manager_2019-10-16 - poisons/toxins - toxic substances properly identified, stored & used_2019-10-16 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_2019-10-16 - food source - proper date marking and disposition_"
GOLDEN - LAST STAND TAVERN - 32138 HWY 72,2014-07-24 - food source - cross contamination_2014-07-24 - equipment/utensil cleaning - mechanical_
GOLDEN - WONDERVU CAFE - 33492 HWY 72,2014-07-24 - food source - consumer advisory_2014-07-24 - poisons/toxins - properly stored_2016-08-02 - water/sewage/plumbing - backflow back siphonage_2016-08-02 - personnel - smoking eating drinking_2016-08-02 - personnel - hands washed as needed_2016-08-02 - food temperature control - cold hold at 41 degrees or less_2016-08-02 - equipment/utensil cleaning - mechanical_2016-08-02 - personnel - hygienic practices_2016-08-02 - toilets/handwashing - soap and drying devices_2016-08-02 - food source - consumer advisory_
LAFAYETTE - 95A BISTRO & SUSHI - 1381 FOREST PARK CIR,2013-09-05 - equipment/utensil cleaning - non-food contact surfaces cleaning_2013-09-05 - equipment design/contstruction - food-contact surfaces construction_2013-09-05 - water/sewage/plumbing - hot and cold water under pressure_2013-09-05 - food temperature control - adequate equipment to maintain food temperatures_2013-09-05 - water/sewage/plumbing - plumbing installed maintained_2013-09-05 - equipment design/contstruction - non-food contact surfaces construction_2013-09-05 - food source - wholesome free of spoilage_2013-09-05 - food temperature control - cold hold at 41 degrees or less_2017-03-06 - food source - consumer advisory_2017-03-06 - water/sewage/plumbing - hot and cold water under pressure_2017-03-06 - equipment/utensil cleaning - manual_
LAFAYETTE - ACREAGE STEM CIDER - 1380 HORIZON VW UNIT D-155,2019-05-23 - food source - consumer advisory provided for raw/undercooked food_2019-05-23 - equipment/utensil cleaning - wiping cloths; properly used & stored_
LAFAYETTE - ARBYS #5009032 - 650 N HWY 287,2016-11-21 - food temperature control - cold hold at 41 degrees or less_2018-07-05 - equipment/utensil cleaning - manual_2018-07-05 - personnel - hygienic practices_
LAFAYETTE - AYA YAY TACOS - 1206 CENTAUR VILLAGE DR,"2014-10-08 - utensils - equipment utensils provided used, stored_2014-10-08 - food temperature control - refrigeration units with accurate thermometers_2014-10-08 - equipment/utensil cleaning - chemical test kits provided accessible_2014-10-08 - personnel - hygienic practices_2017-02-28 - food temperature control - cooling methods_2017-02-28 - toilets/handwashing - accessible_2017-02-28 - food labeling/protection - food protected from contamination_2017-02-28 - personnel - hygienic practices_2017-02-28 - personnel - smoking eating drinking_2018-09-19 - personnel - hygienic practices_2018-09-19 - poisons/toxins - properly labeled_"
LAFAYETTE - BASIL BOWL - 1302 CENTAUR VILLAGE DR,2015-01-13 - water/sewage/plumbing - backflow back siphonage_2015-01-13 - equipment/utensil cleaning - chemical test kits provided accessible_
LAFAYETTE - BEST PHO - 1377 FOREST PARK CIR UNIT 102,2014-02-13 - physical facilities - lighting_2014-02-13 - physical facilities - floors walls ceilings_2014-02-13 - personnel - smoking eating drinking_2014-12-01 - personnel - smoking eating drinking_2016-04-04 - toilets/handwashing - soap and drying devices_2016-04-04 - water/sewage/plumbing - plumbing installed maintained_2016-04-04 - equipment design/contstruction - food-contact surfaces construction_2017-03-14 - food temperature control - cold hold at 41 degrees or less_2017-03-14 - water/sewage/plumbing - hot and cold water under pressure_2018-08-13 - toilets/handwashing - accessible_2018-08-13 - poisons/toxins - properly labeled_
LAFAYETTE - BIG DADDY BAGELS - 489 N HWY 287 STE 110,2015-01-29 - toilets/handwashing - accessible_2015-01-29 - physical facilities - floors walls ceilings_2015-01-29 - equipment design/contstruction - non-food contact surfaces construction_2015-01-29 - utensils - no reuse of single service articles_2015-01-29 - personnel - smoking eating drinking_2015-01-29 - equipment/utensil cleaning - food contact surfaces cleaning_2015-01-29 - toilets/handwashing - soap and drying devices_2017-03-13 - toilets/handwashing - soap and drying devices_2017-03-13 - poisons/toxins - properly used_
LAFAYETTE - BIG DADDYS PIZZA - 1280 CENTAUR VILLAGE DR UNIT 11,2015-01-20 - personnel - smoking eating drinking_2017-05-03 - water/sewage/plumbing - plumbing installed maintained_2017-05-03 - food labeling/protection - food protected from contamination_2017-05-03 - toilets/handwashing - accessible_2017-05-03 - personnel - hygienic practices_2019-06-11 - personnel - certified food protection manager_
LAFAYETTE - BREW - 802 S PUBLIC RD UNIT B,2019-10-01 - food source - food obtained from approved source_
LAFAYETTE - BREWING MARKET - 2770 DAGNY WY UNIT A101,"2015-03-09 - food labeling/protection - original container properly labeled_2015-03-09 - poisons/toxins - properly labeled_2015-03-09 - equipment/utensil cleaning - chemical test kits provided accessible_2015-03-09 - personnel - smoking eating drinking_2017-07-31 - food source - wholesome free of spoilage_2017-07-31 - poisons/toxins - properly labeled_2017-07-31 - food temperature control - adequate equipment to maintain food temperatures_2017-07-31 - personnel - hygienic practices_2019-11-08 - poisons/toxins - toxic substances properly identified, stored & used_2019-11-08 - food temperature control - proper cold holding temperatures_2019-11-08 - personnel - procedures for responding to vomiting and diarrheal events_"
LAFAYETTE - CANNON MINE COFFEE - 210 S PUBLIC RD,2013-06-04 - physical facilities - locker rooms_2013-06-04 - toilets/handwashing - accessible_2013-06-04 - food temperature control - cold hold at 41 degrees or less_2014-08-20 - personnel - smoking eating drinking_2014-08-20 - pest control - pesticide application_2016-12-09 - equipment/utensil cleaning - in place_2016-12-09 - food temperature control - food thermometer_2016-12-09 - toilets/handwashing - adequate number location design_2016-12-09 - personnel - hygienic practices_2016-12-09 - personnel - hands washed as needed_2016-12-09 - poisons/toxins - properly stored_2016-12-09 - food temperature control - rapidly reheat to 165 degrees or greater_2019-12-05 - food source - proper date marking and disposition_2019-12-05 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_2019-12-05 - personnel - procedures for responding to vomiting and diarrheal events_2019-12-05 - personnel - certified food protection manager_2019-12-05 - water/sewage/plumbing - hot & cold water available; adequate pressure_
LAFAYETTE - CASIAN SEAFOOD - 211 N PUBLIC RD UNIT 110,2013-04-17 - personnel - training needed_2013-04-17 - food temperature control - food thermometer_2013-04-17 - personnel - smoking eating drinking_2013-04-17 - food temperature control - cooling methods_2013-04-17 - personnel - hygienic practices_2013-04-17 - poisons/toxins - properly stored_2014-09-16 - equipment/utensil cleaning - mechanical_2014-09-16 - water/sewage/plumbing - backflow back siphonage_2014-09-16 - personnel - smoking eating drinking_2014-09-16 - food labeling/protection - food protected from contamination_2014-09-16 - equipment design/contstruction - non-food contact surfaces construction_2014-09-16 - poisons/toxins - properly stored_2014-09-16 - water/sewage/plumbing - plumbing installed maintained_2014-09-16 - food temperature control - cold hold at 41 degrees or less_2014-09-16 - poisons/toxins - properly used_2017-03-01 - food source - cross contamination_2017-03-01 - personnel - no bare hand contact_2017-03-01 - poisons/toxins - properly labeled_2018-04-18 - food source - cross contamination_2018-04-18 - food temperature control - cold hold at 41 degrees or less_
LAFAYETTE - CHILIS GRILL AND BAR - 579 N HWY 287,2017-08-22 - toilets/handwashing - soap and drying devices_
LAFAYETTE - CHIPOTLE MEXICAN GRILL #2355 - 548 W SOUTH BOULDER RD D,2014-12-15 - water/sewage/plumbing - hot and cold water under pressure_
LAFAYETTE - CHOCOLATERIE STAM - 103 N PUBLIC RD UNIT B,2017-07-11 - equipment/utensil cleaning - mechanical_
LAFAYETTE - COLORADO WOK - 385 CROSSING DR UNIT 109,2014-07-30 - food temperature control - cold hold at 41 degrees or less_2014-07-30 - equipment/utensil cleaning - food contact surfaces cleaning_2015-03-30 - food temperature control - cold hold at 41 degrees or less_2015-03-30 - utensils - single service articles stored dispensed used_2015-03-30 - food labeling/protection - food protected from contamination_2016-12-16 - personnel - hygienic practices_2016-12-16 - food temperature control - cold hold at 41 degrees or less_2016-12-16 - food temperature control - cooling methods_2016-12-16 - personnel - training needed_2016-12-16 - utensils - single service articles stored dispensed used_2016-12-16 - food labeling/protection - food protected from contamination_
LAFAYETTE - COMMUNITY - 206 S PUBLIC RD,"2017-05-31 - toilets/handwashing - accessible_2017-05-31 - equipment/utensil cleaning - chemical test kits provided accessible_2017-05-31 - food source - cross contamination_2017-05-31 - food temperature control - cold hold at 41 degrees or less_2017-05-31 - utensils - equipment utensils provided used, stored_2017-05-31 - personnel - no bare hand contact_2017-05-31 - toilets/handwashing - soap and drying devices_2018-01-12 - equipment/utensil cleaning - chemical test kits provided accessible_2018-01-12 - toilets/handwashing - soap and drying devices_2018-01-12 - toilets/handwashing - accessible_2018-01-12 - food temperature control - cold hold at 41 degrees or less_2019-06-26 - personnel - procedures for responding to vomiting and diarrheal events_2019-06-26 - equipment/utensil cleaning - wiping cloths; properly used & stored_"
LAFAYETTE - COSMOS PIZZA - 520 W SOUTH BOULDER RD UNIT C,"2016-08-01 - water/sewage/plumbing - hot and cold water under pressure_2016-08-01 - equipment/utensil cleaning - manual_2019-01-30 - equipment/utensil cleaning - warewashing facilities: installed, maintained, & used; test strips_2019-01-30 - personnel - procedures for responding to vomiting and diarrheal events_2019-01-30 - personnel - certified food protection manager_2019-01-30 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_"
LAFAYETTE - COUSINS KITCHENS (MOBILE) - 1255 CENTAUR VILLAGE DR,2017-09-05 - food temperature control - cold hold at 41 degrees or less_2017-09-05 - personnel - hygienic practices_2017-09-05 - poisons/toxins - properly used_
